Time,PDUs
0.0,0
1.0,1
8.0,2
38.0,3
40.0,4
67.0,5
77.0,6
93.0,7
114.0,8
131.0,9
138.0,10
160.0,11
169.0,12
180.0,13
186.0,14
210.0,15
219.0,16
225.0,17
236.0,18
239.0,19
243.0,20
246.0,21
259.0,22
273.0,23
281.0,24
285.0,25
290.0,26
296.0,27
312.0,28
317.0,29
321.0,30
326.0,31
333.0,32
339.0,33
344.0,34
379.0,35
382.0,36
387.0,37
392.0,38
424.0,39
426.0,40
434.0,41
439.0,42
443.0,43
482.0,44
483.0,45
484.0,46
513.0,47
522.0,48
526.0,49
528.0,50
559.0,51
560.0,52
566.0,53
567.0,54
585.0,55
590.0,56
593.0,57
595.0,58
596.0,59
617.0,60
621.0,61
640.0,62
642.0,63
656.0,63
660.0,64
666.0,65
667.0,66
670.0,67
707.0,68
708.0,69
728.0,70
735.0,71
749.0,72
750.0,73
751.0,74
760.0,75
818.0,76
823.0,77
837.0,78
838.0,79
844.0,80
849.0,81
850.0,82
854.0,83
862.0,84
872.0,85
876.0,86
892.0,87
893.0,88
899.0,89
914.0,90
922.0,91
927.0,92
934.0,93
943.0,94
947.0,95
951.0,96
963.0,97
979.0,98
1002.0,99
1035.0,100
1048.0,101
1061.0,102
1068.0,103
1073.0,104
1077.0,105
1088.0,106
1095.0,107
1099.0,108
1108.0,109
1112.0,110
1122.0,111
1142.0,112
1144.0,113
1145.0,114
1171.0,115
1172.0,116
1175.0,117
1176.0,118
1196.0,119
1208.0,120
1216.0,121
1254.0,122
1259.0,123
1263.0,124
1266.0,125
1289.0,126
1300.0,127
1309.0,128
1343.0,129
1363.0,130
1366.0,131
1367.0,132
1382.0,133
1391.0,134
1401.0,135
1406.0,136
1412.0,137
1423.0,138
1424.0,139
1428.0,140
1438.0,141
1445.0,142
1457.0,143
1461.0,144
1466.0,145
1474.0,146
1496.0,147
1506.0,148
1512.0,149
1520.0,150
1538.0,151
1550.0,152
1553.0,153
1553.0,153
1556.0,154
1558.0,155
1579.0,156
1580.0,157
1593.0,158
1600.0,159
1602.0,160
1619.0,161
1626.0,162
1627.0,163
1662.0,164
1666.0,165
1676.0,166
1682.0,167
1684.0,168
1710.0,169
1725.0,170
1756.0,171
1763.0,171
1771.0,172
1772.0,173
1776.0,174
1786.0,175
1792.0,176
1800.0,177
1802.0,178
1804.0,179
1808.0,180
1813.0,181
1818.0,182
1820.0,183
1825.0,184
1825.0,184
1847.0,185
1873.0,186
1876.0,187
1882.0,188
1883.0,189
1899.0,190
1914.0,191
1932.0,192
1940.0,193
1998.0,194
2002.0,195
2007.0,196
2010.0,197
2023.0,198
2027.0,199
2046.0,200
2074.0,201
2079.0,202
2080.0,203
2099.0,204
2123.0,205
2133.0,206
2143.0,207
2143.0,207
2147.0,208
2158.0,209
2161.0,210
2169.0,210
2170.0,211
2181.0,211
2186.0,212
2187.0,213
2195.0,214
2196.0,215
2203.0,216
2216.0,217
2217.0,218
2231.0,219
2235.0,220
2245.0,221
2256.0,222
2259.0,223
2262.0,224
2289.0,225
2297.0,226
2302.0,227
2304.0,228
2307.0,229
2310.0,230
2315.0,231
2320.0,232
2334.0,233
2339.0,234
2365.0,235
2369.0,236
2397.0,237
2426.0,238
2463.0,239
2464.0,240
2475.0,241
2475.0,241
2476.0,242
2482.0,243
2483.0,244
2487.0,245
2490.0,246
2495.0,247
2505.0,248
2532.0,249
2534.0,250
2546.0,251
2547.0,252
2566.0,253
2577.0,254
2585.0,255
2595.0,256
2610.0,257
2621.0,258
2632.0,259
2637.0,260
2640.0,261
2689.0,262
2729.0,263
2736.0,264
2740.0,265
2752.0,266
2755.0,267
2770.0,268
2781.0,269
2783.0,269
