Time,Idle UPFs
0.0,0
95.0,0
108.0,0
174.0,0
425.0,0
440.0,1
494.0,0
562.0,0
595.0,0
611.0,0
615.0,0
620.0,0
739.0,0
822.0,1
871.0,0
893.0,0
946.0,0
1196.0,0
1357.0,0
1364.0,0
1393.0,0
1520.0,1
1576.0,0
1582.0,0
1598.0,0
1686.0,0
1692.0,0
1835.0,0
1840.0,0
1875.0,1
1934.0,1
1980.0,0
2083.0,0
2132.0,0
2134.0,0
2207.0,0
2378.0,0
2479.0,0
2504.0,0
2621.0,1
2622.0,1
2739.0,0
2795.0,0
2823.0,0
2863.0,0
2864.0,0
2882.0,0
3087.0,0
3100.0,0
3174.0,0
3409.0,0
3435.0,1
3503.0,0
3527.0,0
3539.0,0
3559.0,0
3579.0,0
3651.0,0
3658.0,0
3673.0,1
3754.0,0
3773.0,0
3857.0,0
3868.0,0
4053.0,0
4131.0,0
4185.0,0
4348.0,1
4378.0,0
4541.0,0
4591.0,0
4615.0,0
4779.0,0
4787.0,0
4800.0,0
4876.0,0
4896.0,0
4971.0,1
5032.0,0
5055.0,0
5091.0,0
5205.0,0
5254.0,0
5278.0,0
5292.0,0
5468.0,1
5657.0,0
5755.0,0
5894.0,0
5929.0,0
5943.0,0
6029.0,0
6098.0,0
6151.0,0
6237.0,0
6262.0,1
6407.0,0
6457.0,0
6509.0,0
6544.0,0
6574.0,0
6636.0,0
6692.0,0
6695.0,0
6727.0,0
6832.0,1
6839.0,0
6895.0,0
7161.0,0
7275.0,0
7281.0,0
7411.0,0
7425.0,0
7482.0,1
7506.0,0
7564.0,0
7585.0,0
7587.0,0
7590.0,0
7636.0,0
7682.0,0
7719.0,1
7723.0,0
7773.0,0
7786.0,0
7788.0,0
7843.0,0
7850.0,0
7894.0,0
7929.0,0
7945.0,0
7947.0,1
7953.0,0
7955.0,0
7964.0,0
8074.0,0
8114.0,0
8138.0,0
8256.0,0
8290.0,0
8349.0,0
8467.0,0
8481.0,0
8565.0,0
8581.0,0
8599.0,0
8653.0,0
8748.0,0
8776.0,0
8777.0,0
8805.0,0
8866.0,1
8891.0,0
8991.0,0
8998.0,0
9010.0,0
9055.0,0
9086.0,0
9171.0,0
9189.0,0
9196.0,0
9267.0,0
9320.0,0
9327.0,0
9361.0,0
9493.0,1
9666.0,1
9673.0,0
9713.0,0
9762.0,0
9767.0,0
9842.0,0
9950.0,0
10076.0,0
10221.0,0
10222.0,0
10333.0,0
10381.0,0
10387.0,0
10440.0,1
10484.0,0
10571.0,0
10650.0,0
10865.0,0
10935.0,0
10980.0,0
10986.0,0
11072.0,0
11193.0,0
11295.0,1
11366.0,1
11446.0,0
11459.0,0
11540.0,0
11652.0,0
11654.0,0
11966.0,0
12001.0,0
12132.0,0
