Time,Rejected Sessions
76949.0,1
76956.0,2
76980.0,3
76980.0,3
77038.0,3
77088.0,3
77137.0,3
77251.0,3
77281.0,3
77302.0,3
77324.0,3
77332.0,3
77342.0,4
77372.0,5
77377.0,6
77381.0,6
77388.0,6
77452.0,6
77469.0,6
77473.0,6
77502.0,6
77504.0,6
77529.0,6
77537.0,6
77562.0,7
77565.0,8
77570.0,9
77584.0,10
77604.0,11
77618.0,12
77625.0,12
77631.0,12
77643.0,13
77643.0,13
77678.0,13
77699.0,14
77700.0,15
77713.0,16
77731.0,16
77743.0,16
77745.0,17
77791.0,18
77804.0,19
77852.0,20
77852.0,20
77855.0,21
77857.0,21
77874.0,21
77931.0,21
77982.0,21
78022.0,21
78036.0,21
78044.0,21
78057.0,21
78069.0,21
78143.0,21
78165.0,21
78174.0,21
78176.0,21
78227.0,21
78268.0,21
78270.0,21
78284.0,21
78287.0,21
78288.0,21
78301.0,21
78376.0,21
78382.0,22
78385.0,22
78480.0,22
78495.0,22
78500.0,22
78538.0,23
78564.0,24
78576.0,24
78682.0,24
78691.0,24
78712.0,24
78719.0,24
78739.0,24
78760.0,24
78797.0,24
78816.0,24
78833.0,24
78904.0,24
78905.0,25
78907.0,25
78917.0,25
78940.0,26
78964.0,27
79008.0,27
79029.0,27
79030.0,27
79130.0,27
79179.0,27
79188.0,27
79206.0,28
79253.0,29
79260.0,29
79271.0,29
79281.0,29
79337.0,29
79352.0,29
79367.0,30
79391.0,31
79396.0,32
79397.0,32
79403.0,32
79444.0,32
79461.0,32
79494.0,32
79550.0,32
79615.0,32
79646.0,32
79662.0,32
79697.0,32
79727.0,33
79793.0,33
79795.0,33
79810.0,33
79841.0,33
79842.0,33
79864.0,33
79883.0,33
79888.0,33
79914.0,33
79925.0,34
80002.0,34
80018.0,34
80031.0,34
80068.0,34
80079.0,34
80080.0,34
80082.0,34
80138.0,34
80158.0,34
80183.0,34
80188.0,34
80223.0,34
80340.0,35
80354.0,36
80452.0,36
80512.0,36
80535.0,36
80536.0,36
80541.0,36
80547.0,36
80620.0,36
80658.0,36
80676.0,36
80679.0,36
80687.0,36
80694.0,36
80704.0,36
80705.0,36
80745.0,36
80781.0,36
80820.0,36
80821.0,36
80854.0,36
80856.0,36
80862.0,36
80868.0,36
80871.0,36
80882.0,36
80901.0,36
80918.0,36
80922.0,36
80927.0,36
80950.0,36
80961.0,36
80971.0,36
80980.0,36
81030.0,36
81051.0,36
81067.0,36
81073.0,37
81121.0,38
81123.0,39
81123.0,39
81145.0,39
81154.0,40
81172.0,40
81190.0,40
81204.0,40
81225.0,40
81228.0,40
81232.0,41
81234.0,41
81351.0,41
81355.0,42
81365.0,43
81380.0,43
81389.0,43
81394.0,43
81398.0,43
81464.0,43
81467.0,43
81504.0,43
81512.0,43
81517.0,43
81536.0,43
81542.0,44
81552.0,44
81583.0,44
81587.0,44
81596.0,44
81634.0,45
81670.0,45
81686.0,45
81693.0,45
81706.0,45
81782.0,45
81788.0,45
81793.0,45
81848.0,45
81859.0,46
81917.0,47
81973.0,47
82016.0,47
82038.0,48
82070.0,49
82070.0,49
82094.0,49
82102.0,50
82104.0,50
82167.0,50
82199.0,50
82242.0,50
82294.0,51
82320.0,51
82325.0,51
82340.0,51
82348.0,51
82353.0,51
82381.0,51
82397.0,52
82397.0,52
82411.0,52
82414.0,52
82428.0,52
82479.0,53
82487.0,53
82550.0,53
82588.0,53
82604.0,53
82609.0,53
82627.0,53
82646.0,53
82673.0,53
82685.0,53
82696.0,53
82718.0,53
82731.0,53
82733.0,53
82733.0,53
82765.0,54
82778.0,54
82784.0,54
82793.0,55
82804.0,56
82809.0,57
82819.0,57
82820.0,57
82837.0,57
82845.0,57
82861.0,57
82863.0,57
82868.0,57
82964.0,57
82985.0,57
82986.0,58
83000.0,59
83025.0,59
83037.0,59
83096.0,60
83113.0,60
83120.0,60
83120.0,60
83163.0,61
83170.0,61
83205.0,61
83226.0,61
83228.0,61
83230.0,61
83251.0,62
83260.0,63
83288.0,63
83301.0,63
83309.0,63
83324.0,63
83335.0,63
83353.0,63
83355.0,63
83377.0,63
83410.0,63
83421.0,64
83462.0,64
83558.0,64
83560.0,64
83594.0,64
83597.0,65
83618.0,65
83631.0,66
83687.0,66
83698.0,67
83744.0,68
83745.0,68
83748.0,68
83764.0,68
83810.0,68
83810.0,68
83811.0,68
83831.0,68
83835.0,68
83857.0,68
83921.0,68
83931.0,68
83934.0,68
83948.0,68
83959.0,68
83980.0,68
83988.0,68
84057.0,68
84064.0,68
84073.0,69
84078.0,69
84100.0,69
84103.0,70
84124.0,71
84133.0,72
84146.0,73
84227.0,74
84241.0,74
84252.0,74
84264.0,75
84271.0,76
84301.0,76
84337.0,76
84350.0,76
84398.0,76
84410.0,76
84410.0,76
84418.0,76
84418.0,76
84437.0,76
84451.0,76
84636.0,77
84656.0,77
84693.0,77
84700.0,77
84765.0,77
84828.0,77
84831.0,77
84842.0,77
84842.0,77
84885.0,77
84908.0,77
84912.0,77
84944.0,77
84959.0,77
85000.0,77
85011.0,77
85024.0,77
85032.0,77
85059.0,77
85069.0,77
85077.0,78
85098.0,78
85117.0,78
85118.0,78
85143.0,78
85152.0,78
85153.0,78
85153.0,78
85155.0,78
85198.0,78
85207.0,78
85228.0,78
85247.0,78
85275.0,78
85345.0,78
85356.0,78
85366.0,78
85379.0,78
85384.0,78
85402.0,78
85490.0,78
85524.0,78
85546.0,78
85546.0,78
85612.0,78
85625.0,78
85650.0,78
85667.0,78
85673.0,78
85690.0,78
85712.0,78
85731.0,78
85748.0,78
85762.0,78
85767.0,78
85773.0,78
85785.0,78
85826.0,78
85843.0,78
85846.0,78
85885.0,79
85887.0,80
85905.0,81
85976.0,82
86004.0,82
86016.0,82
86043.0,82
86044.0,83
86047.0,83
86049.0,83
86073.0,84
86081.0,85
86089.0,86
86107.0,86
86123.0,86
86127.0,86
86130.0,86
86166.0,86
86195.0,86
86199.0,87
86217.0,88
86239.0,89
86292.0,90
86324.0,91
86376.0,92
86412.0,92
86421.0,92
86469.0,92
86489.0,92
86514.0,92
86569.0,92
86591.0,92
86592.0,92
86603.0,92
86643.0,92
86645.0,92
86646.0,93
86663.0,94
86665.0,95
86670.0,95
86697.0,95
86704.0,95
86778.0,96
86779.0,96
86801.0,96
86823.0,96
86845.0,97
86893.0,98
86909.0,98
86910.0,99
86929.0,100
86930.0,101
86939.0,102
87010.0,102
87026.0,103
87045.0,103
87049.0,103
87069.0,104
87090.0,105
87095.0,106
87100.0,107
87113.0,108
87196.0,108
87205.0,108
87275.0,108
87283.0,108
87315.0,108
87325.0,108
87358.0,108
87541.0,108
87571.0,108
87594.0,108
87611.0,108
87627.0,108
87640.0,108
87674.0,108
87690.0,108
87732.0,108
87768.0,108
87790.0,108
87819.0,108
87831.0,108
87905.0,108
87959.0,108
87960.0,108
87969.0,108
87983.0,109
88023.0,110
88033.0,111
88050.0,112
88064.0,112
88114.0,112
88171.0,112
88181.0,112
88199.0,112
88201.0,112
88232.0,112
88235.0,112
88254.0,112
88272.0,112
88283.0,113
88284.0,113
88301.0,113
88356.0,113
88385.0,114
88386.0,115
88398.0,115
88438.0,115
88508.0,116
88522.0,117
88558.0,117
88563.0,117
88606.0,117
88615.0,117
88637.0,118
88639.0,118
88649.0,118
88719.0,118
88750.0,118
88756.0,118
88766.0,118
88781.0,118
88821.0,118
88827.0,118
88837.0,118
88844.0,118
88866.0,118
88892.0,119
88938.0,120
89006.0,120
89012.0,121
89108.0,122
89158.0,122
89161.0,122
89191.0,123
89207.0,124
89236.0,124
89250.0,124
89262.0,124
89284.0,124
89374.0,125
89395.0,126
89408.0,127
89420.0,127
89423.0,127
89446.0,128
89470.0,128
89477.0,128
89530.0,128
89541.0,128
89571.0,128
89590.0,128
89625.0,128
89632.0,128
89641.0,128
89657.0,128
89666.0,128
89670.0,128
89683.0,128
89696.0,128
89698.0,128
89735.0,128
89753.0,128
89774.0,128
89777.0,128
89808.0,128
89830.0,128
89833.0,128
89871.0,128
89907.0,128
89975.0,128
89979.0,128
90013.0,128
90062.0,128
90079.0,128
90084.0,128
90094.0,128
90101.0,128
90121.0,129
90139.0,129
90159.0,129
90191.0,129
90206.0,129
90210.0,129
90256.0,129
90277.0,129
90293.0,129
90297.0,129
90313.0,129
90339.0,129
90340.0,129
90370.0,129
90395.0,129
90403.0,129
90423.0,129
90454.0,129
90520.0,129
90521.0,129
90608.0,129
90617.0,129
90619.0,129
90650.0,129
90765.0,129
90793.0,130
90888.0,131
90902.0,131
90902.0,131
90919.0,131
90978.0,131
91000.0,131
91019.0,131
91040.0,131
91049.0,131
91068.0,131
91088.0,131
91111.0,131
91131.0,131
91159.0,131
91165.0,131
91209.0,131
91212.0,131
91309.0,131
91320.0,131
91323.0,131
91396.0,131
91415.0,132
91449.0,133
91491.0,134
91530.0,135
91598.0,136
91627.0,136
91651.0,136
91663.0,136
91695.0,136
91702.0,136
91743.0,136
91752.0,136
91761.0,136
91791.0,136
91821.0,136
91822.0,136
91852.0,136
91868.0,136
91893.0,136
91902.0,137
91923.0,138
91923.0,138
91945.0,138
91973.0,139
92035.0,140
92050.0,140
92080.0,140
92084.0,141
92116.0,142
92119.0,142
92154.0,142
92157.0,143
92159.0,144
92164.0,145
92192.0,145
92194.0,145
92218.0,146
92229.0,146
92249.0,146
92270.0,146
92271.0,146
92275.0,146
92281.0,146
92312.0,146
92331.0,146
92336.0,147
92372.0,147
92380.0,147
92387.0,147
92396.0,147
92421.0,147
92422.0,148
92428.0,149
92465.0,149
92482.0,149
92494.0,149
92496.0,149
92505.0,150
92565.0,151
92636.0,151
92645.0,152
92665.0,152
92691.0,152
92712.0,152
92717.0,153
92723.0,154
92730.0,154
92784.0,154
92817.0,154
92874.0,154
92877.0,154
92880.0,154
92902.0,154
92905.0,154
92924.0,154
92938.0,154
92944.0,154
92976.0,154
93002.0,154
93014.0,154
93045.0,154
93069.0,154
93088.0,154
93110.0,154
93127.0,154
93149.0,154
93188.0,154
93270.0,154
93291.0,154
93302.0,154
93311.0,154
93337.0,154
93363.0,154
93373.0,154
93392.0,154
93428.0,154
93434.0,154
93496.0,154
93499.0,154
93506.0,154
93540.0,154
93540.0,154
93548.0,154
93571.0,154
93578.0,154
93600.0,154
93608.0,154
93697.0,154
93764.0,154
93797.0,154
93809.0,154
93888.0,154
93896.0,154
93915.0,154
93943.0,154
93962.0,154
93981.0,154
93992.0,154
93998.0,154
94025.0,154
94040.0,155
94061.0,155
94069.0,155
94118.0,155
94120.0,155
94137.0,155
94146.0,155
94172.0,155
94222.0,155
94250.0,156
94277.0,156
94289.0,156
94329.0,156
94335.0,156
94342.0,157
94358.0,157
94389.0,157
94390.0,158
94405.0,159
94407.0,160
94526.0,161
94543.0,162
94549.0,162
94549.0,162
94553.0,162
94574.0,162
94594.0,162
94599.0,162
94616.0,162
94711.0,162
94712.0,162
94748.0,162
94786.0,163
94810.0,164
94811.0,165
94824.0,165
94838.0,165
94856.0,165
94912.0,165
94921.0,165
94931.0,165
94947.0,165
94956.0,165
94964.0,165
94984.0,165
95024.0,165
95027.0,165
95028.0,165
95059.0,165
95073.0,166
95143.0,167
95187.0,168
95224.0,169
95254.0,169
95255.0,170
95319.0,171
95321.0,171
95346.0,171
95381.0,171
95395.0,171
95419.0,171
95429.0,171
95456.0,171
95518.0,171
95546.0,171
95592.0,171
95617.0,171
95627.0,171
95646.0,171
95671.0,171
95683.0,171
95686.0,171
95689.0,171
95784.0,171
95795.0,171
95797.0,171
95858.0,171
95862.0,171
95877.0,171
95917.0,171
95921.0,171
95924.0,171
95973.0,171
95983.0,171
95984.0,171
96000.0,171
96010.0,171
96043.0,171
96047.0,171
96054.0,171
96070.0,171
96092.0,171
96131.0,171
96215.0,171
96228.0,171
96272.0,171
96278.0,171
96285.0,171
96333.0,171
96343.0,171
96348.0,171
96359.0,171
96403.0,171
96415.0,171
96429.0,171
96453.0,172
96454.0,172
96461.0,172
96493.0,172
96509.0,172
96513.0,172
96514.0,172
96534.0,172
96608.0,172
96617.0,172
96621.0,172
96637.0,172
96640.0,172
96640.0,172
96645.0,172
96661.0,173
96700.0,174
96748.0,174
96748.0,174
96785.0,174
96830.0,174
96891.0,174
96940.0,175
96947.0,176
96988.0,176
97017.0,176
97047.0,177
97063.0,178
97121.0,179
97146.0,179
97149.0,179
97161.0,179
97214.0,179
97273.0,179
97290.0,179
97298.0,179
97319.0,179
97342.0,179
97373.0,179
97389.0,179
97405.0,179
97411.0,179
97468.0,179
97481.0,179
97489.0,180
97530.0,181
97542.0,181
97621.0,181
97629.0,182
97663.0,183
97717.0,184
97756.0,185
97816.0,186
97830.0,186
97838.0,187
97881.0,187
97882.0,187
97959.0,187
97965.0,187
98009.0,187
98098.0,187
98103.0,188
98130.0,189
98184.0,189
98194.0,189
98217.0,189
98280.0,189
98330.0,189
98372.0,189
98384.0,189
98387.0,189
98399.0,189
98420.0,189
98421.0,190
98577.0,191
98596.0,192
98600.0,193
98607.0,193
98623.0,193
98627.0,193
98651.0,193
98668.0,193
98716.0,193
98746.0,193
98833.0,193
98848.0,193
98860.0,193
98878.0,193
98916.0,193
98920.0,193
98958.0,193
98981.0,193
98991.0,193
99035.0,193
99058.0,193
99061.0,193
99120.0,193
99137.0,194
99239.0,195
99279.0,195
99300.0,195
99322.0,195
99335.0,195
99347.0,195
99347.0,195
99351.0,195
99360.0,195
99365.0,195
99471.0,195
99474.0,195
99496.0,195
99497.0,195
99498.0,195
99513.0,195
99576.0,195
99584.0,195
99587.0,195
99698.0,195
99700.0,195
99704.0,195
99722.0,195
99753.0,195
99763.0,195
99768.0,195
