Average Utilization
0.9389828857958286
0.9573948305552198
0.9665976625106861
0.9736615656862133
0.9777171948069633
0.9806916293169156
0.9829791211096944
0.9848346511392002
0.986144385296453
0.9884414182802171
0.9952280962562199
0.9965015494403057
