Time,Idle UPFs
0.0,0
216.0,0
282.0,0
295.0,0
439.0,0
527.0,1
778.0,0
796.0,0
811.0,0
865.0,0
890.0,0
901.0,0
934.0,0
1044.0,1
1096.0,0
1100.0,0
1114.0,0
1327.0,0
1446.0,0
1454.0,0
1496.0,0
1545.0,1
1567.0,0
1717.0,0
1795.0,0
1848.0,0
1863.0,0
1970.0,0
2131.0,0
2314.0,0
2330.0,0
2359.0,1
2382.0,0
2414.0,0
2470.0,0
2586.0,0
2896.0,0
2912.0,0
3033.0,0
3127.0,1
3133.0,0
3142.0,0
3189.0,0
3212.0,0
3217.0,0
3246.0,0
3287.0,0
3295.0,0
3319.0,0
3365.0,0
3455.0,0
3514.0,0
3563.0,0
3603.0,1
3612.0,0
3685.0,0
3736.0,0
3757.0,0
3858.0,0
3864.0,0
3877.0,0
3995.0,1
4142.0,0
4157.0,0
4213.0,0
4375.0,0
4384.0,0
4424.0,0
4478.0,0
4565.0,0
4617.0,0
4635.0,1
4645.0,0
4665.0,0
4693.0,0
4780.0,0
4891.0,0
4914.0,0
5035.0,0
5056.0,0
5082.0,0
5085.0,0
5135.0,0
5159.0,0
5179.0,0
5209.0,1
5228.0,1
5248.0,0
5351.0,0
5445.0,0
5517.0,0
5572.0,0
5701.0,0
5716.0,0
5780.0,0
5782.0,1
5801.0,0
5815.0,0
5850.0,0
5861.0,0
5870.0,0
6020.0,0
6098.0,0
6156.0,1
6176.0,0
6339.0,0
6411.0,0
6442.0,0
6460.0,0
6605.0,0
6714.0,0
6721.0,0
6885.0,0
6886.0,1
6947.0,0
6964.0,0
6977.0,0
7062.0,0
7081.0,0
7101.0,0
7200.0,0
7218.0,0
7336.0,0
7397.0,0
7430.0,0
7450.0,1
7486.0,0
7558.0,0
7608.0,0
7657.0,0
7749.0,0
7751.0,0
7765.0,0
7778.0,1
7798.0,1
7985.0,1
8004.0,0
8019.0,0
8208.0,0
8451.0,0
8588.0,0
8623.0,0
8651.0,0
8710.0,0
8764.0,0
8796.0,0
8798.0,0
8804.0,0
9134.0,0
9187.0,0
9284.0,1
9371.0,0
9396.0,0
9515.0,0
9690.0,0
9734.0,0
9740.0,0
9815.0,0
9929.0,0
9959.0,0
9967.0,1
9970.0,0
10026.0,0
10065.0,0
10090.0,0
10093.0,0
10125.0,0
10178.0,0
10196.0,0
10203.0,0
10258.0,1
10304.0,0
10331.0,0
10597.0,0
10625.0,0
10648.0,0
10654.0,0
10830.0,0
10889.0,0
10975.0,0
10989.0,0
11010.0,1
11020.0,0
11063.0,0
11100.0,0
11124.0,0
11220.0,0
11288.0,0
11309.0,0
11411.0,0
11420.0,0
11423.0,0
11510.0,0
11518.0,1
11564.0,0
11605.0,0
11639.0,0
11674.0,0
11678.0,0
11749.0,0
11888.0,0
11901.0,0
11938.0,0
11975.0,0
12038.0,0
12100.0,1
12136.0,0
12174.0,0
12181.0,0
12231.0,0
12236.0,0
12266.0,0
12315.0,0
12435.0,0
12441.0,0
12443.0,0
12526.0,0
12554.0,0
12556.0,0
12580.0,0
12666.0,0
12816.0,1
12857.0,0
12933.0,0
12947.0,0
13006.0,0
13065.0,0
13104.0,0
13211.0,0
13319.0,0
13402.0,0
13443.0,0
13544.0,0
13711.0,0
13775.0,0
13837.0,0
13999.0,0
14000.0,1
14007.0,0
14222.0,0
14283.0,0
14326.0,0
14355.0,0
14455.0,0
14567.0,0
14616.0,1
14673.0,0
14830.0,0
14839.0,0
14942.0,0
14950.0,0
15037.0,0
15161.0,0
15168.0,1
15477.0,0
15511.0,0
15536.0,0
15561.0,0
15722.0,0
15822.0,0
15829.0,0
15888.0,0
16058.0,0
16107.0,0
16153.0,1
16163.0,0
16219.0,0
16238.0,0
16301.0,0
16335.0,0
16480.0,0
16678.0,0
16681.0,0
16690.0,0
16716.0,0
16849.0,0
16920.0,0
16967.0,0
17126.0,0
17319.0,0
