Time,PDUs
0.0,0
216.0,1
282.0,2
295.0,3
439.0,4
527.0,5
778.0,6
796.0,7
811.0,8
865.0,9
890.0,10
901.0,11
934.0,12
1044.0,13
1096.0,14
1100.0,15
1114.0,16
1327.0,17
1446.0,18
1454.0,19
1496.0,20
1545.0,21
1567.0,22
1717.0,22
1795.0,23
1848.0,24
1863.0,25
1970.0,26
2131.0,27
2314.0,28
2330.0,29
2359.0,30
2382.0,31
2414.0,32
2470.0,33
2586.0,34
2896.0,35
2912.0,36
3033.0,37
3127.0,38
3133.0,39
3142.0,40
3189.0,41
3212.0,41
3217.0,42
3246.0,43
3287.0,44
3295.0,44
3319.0,44
3365.0,45
3455.0,46
3514.0,47
3563.0,48
3603.0,49
3612.0,50
3685.0,51
3736.0,52
3757.0,53
3858.0,54
3864.0,55
3877.0,56
3995.0,57
4142.0,58
4157.0,59
4213.0,60
4375.0,61
4384.0,62
4424.0,63
4478.0,64
4565.0,64
4617.0,65
4635.0,66
4645.0,67
4665.0,67
4693.0,68
4780.0,69
4891.0,70
4914.0,70
5035.0,70
5056.0,71
5082.0,72
5085.0,73
5135.0,74
5159.0,75
5179.0,76
5209.0,77
5228.0,77
5248.0,78
5351.0,79
5445.0,80
5517.0,81
5572.0,82
5701.0,83
5716.0,84
5780.0,85
5782.0,86
5801.0,87
5815.0,88
5850.0,89
5861.0,90
5870.0,91
6020.0,92
6098.0,93
6156.0,94
6176.0,95
6339.0,96
6411.0,97
6442.0,98
6460.0,99
6605.0,99
6714.0,100
6721.0,101
6885.0,102
6886.0,103
6947.0,104
6964.0,104
6977.0,105
7062.0,106
7081.0,107
7101.0,108
7200.0,109
7218.0,110
7336.0,110
7397.0,111
7430.0,112
7450.0,113
7486.0,114
7558.0,115
7608.0,116
7657.0,117
7749.0,118
7751.0,119
7765.0,120
7778.0,121
7798.0,121
7985.0,121
8004.0,122
8019.0,122
8208.0,123
8451.0,124
8588.0,125
8623.0,126
8651.0,127
8710.0,128
8764.0,129
8796.0,129
8798.0,130
8804.0,130
9134.0,131
9187.0,132
9284.0,133
9371.0,134
9396.0,135
9515.0,136
9690.0,137
9734.0,138
9740.0,138
9815.0,139
9929.0,140
9959.0,141
9967.0,142
9970.0,143
10026.0,144
10065.0,145
10090.0,145
10093.0,146
10125.0,147
10178.0,148
10196.0,149
10203.0,150
10258.0,151
10304.0,152
10331.0,152
10597.0,153
10625.0,154
10648.0,155
10654.0,156
10830.0,157
10889.0,157
10975.0,158
10989.0,159
11010.0,160
11020.0,161
11063.0,161
11100.0,161
11124.0,162
11220.0,163
11288.0,164
11309.0,165
11411.0,166
11420.0,167
11423.0,168
11510.0,169
11518.0,170
11564.0,171
11605.0,172
11639.0,173
11674.0,173
11678.0,174
11749.0,175
11888.0,176
11901.0,177
11938.0,178
11975.0,178
12038.0,179
12100.0,180
12136.0,181
12174.0,181
12181.0,182
12231.0,182
12236.0,183
12266.0,183
12315.0,184
12435.0,184
12441.0,185
12443.0,186
12526.0,187
12554.0,188
12556.0,189
12580.0,190
12666.0,191
12816.0,192
12857.0,193
12933.0,193
12947.0,194
13006.0,195
13065.0,195
13104.0,196
13211.0,197
13319.0,198
13402.0,198
13443.0,199
13544.0,200
13711.0,201
13775.0,202
13837.0,202
13999.0,203
14000.0,204
14007.0,205
14222.0,206
14283.0,207
14326.0,208
14355.0,209
14455.0,210
14567.0,211
14616.0,212
14673.0,213
14830.0,214
14839.0,215
14942.0,216
14950.0,217
15037.0,218
15161.0,219
15168.0,220
15477.0,221
15511.0,222
15536.0,223
15561.0,223
15722.0,223
15822.0,224
15829.0,225
15888.0,226
16058.0,227
16107.0,228
16153.0,229
16163.0,230
16219.0,231
16238.0,231
16301.0,232
16335.0,233
16480.0,234
16678.0,235
16681.0,235
16690.0,235
16716.0,235
16849.0,236
16920.0,236
16967.0,236
17126.0,237
17319.0,238
17328.0,238
17404.0,238
17481.0,238
17539.0,239
17581.0,240
