Time,Busy UPFs
0.0,0
15051.0,1
19616.0,1
20464.0,1
23456.0,1
23464.0,1
28098.0,1
30521.0,1
36678.0,1
37718.0,1
54196.0,1
55390.0,1
56404.0,1
60124.0,1
61846.0,2
62598.0,2
64880.0,2
65424.0,2
72570.0,2
74542.0,2
76181.0,2
76419.0,2
76476.0,2
77354.0,2
79874.0,2
80718.0,2
80889.0,2
83707.0,2
88401.0,2
92223.0,2
95327.0,2
100000.0,2
100485.0,2
100999.0,2
103900.0,2
107318.0,2
109068.0,2
109165.0,2
110408.0,2
118650.0,2
119321.0,2
121057.0,2
123186.0,2
124753.0,2
128424.0,2
129446.0,2
134294.0,2
136908.0,2
143431.0,2
143518.0,2
148169.0,2
158637.0,2
160917.0,2
162008.0,2
163976.0,2
164323.0,2
165550.0,2
165559.0,2
167766.0,2
167986.0,2
171679.0,2
179274.0,2
179782.0,2
183656.0,2
184257.0,2
188583.0,2
193722.0,2
200000.0,2
201453.0,2
202561.0,2
202838.0,2
211011.0,2
217540.0,2
217925.0,2
218541.0,2
223423.0,2
223752.0,2
225719.0,2
230794.0,2
233990.0,2
240120.0,3
240236.0,3
240359.0,3
242377.0,3
243514.0,3
244356.0,2
247761.0,2
250551.0,2
251122.0,2
251839.0,2
252719.0,2
253787.0,2
256181.0,2
259734.0,2
260755.0,2
261168.0,2
268212.0,2
268613.0,2
269493.0,3
272366.0,3
275051.0,3
275428.0,3
277163.0,3
277748.0,3
281203.0,3
284745.0,3
285721.0,3
287583.0,2
288006.0,2
289039.0,2
291113.0,2
291301.0,2
292915.0,2
300000.0,2
304087.0,2
304237.0,2
304820.0,2
307606.0,2
311756.0,2
317463.0,2
317755.0,2
317812.0,2
317968.0,2
318051.0,2
321038.0,2
322294.0,2
323374.0,2
324354.0,2
326306.0,2
327923.0,2
328679.0,2
332377.0,2
339907.0,2
348052.0,2
350216.0,2
351667.0,2
353457.0,2
353645.0,2
354976.0,2
357138.0,2
358772.0,2
359781.0,2
360142.0,2
362879.0,3
363504.0,3
364890.0,3
367969.0,3
369405.0,3
370220.0,3
372060.0,2
375283.0,2
378574.0,2
378798.0,2
383577.0,2
385627.0,2
386050.0,2
387414.0,2
392146.0,2
392798.0,2
396433.0,2
397466.0,2
399548.0,2
400000.0,2
400580.0,2
400670.0,2
401501.0,2
401935.0,2
402019.0,2
402241.0,2
403304.0,2
404263.0,2
406708.0,2
407448.0,2
408051.0,2
415774.0,2
418543.0,2
420648.0,3
423937.0,3
427988.0,3
428305.0,3
429373.0,3
433460.0,3
433769.0,3
434260.0,3
437901.0,2
440749.0,2
445763.0,2
447911.0,2
455111.0,2
458528.0,2
459282.0,2
462974.0,2
465702.0,2
466466.0,2
466850.0,2
467290.0,2
467511.0,2
476105.0,2
478216.0,2
478732.0,2
478779.0,2
484129.0,2
484225.0,2
484479.0,2
485102.0,2
490989.0,2
492259.0,2
493614.0,2
500000.0,2
500476.0,2
508912.0,2
509936.0,2
512635.0,3
513296.0,3
514137.0,3
514317.0,3
516430.0,3
517829.0,3
518216.0,3
519055.0,3
520326.0,3
524887.0,3
525313.0,3
525357.0,3
528806.0,3
531839.0,3
532198.0,3
537361.0,3
538607.0,3
538731.0,3
539706.0,3
543059.0,3
543762.0,3
544726.0,3
552915.0,3
554530.0,3
555086.0,2
555094.0,2
556088.0,2
557406.0,2
558185.0,2
563527.0,2
568339.0,2
570584.0,2
571814.0,2
575706.0,2
587589.0,2
590580.0,2
597176.0,2
598531.0,2
599608.0,2
600000.0,2
601514.0,2
604505.0,2
605583.0,2
610800.0,2
611538.0,2
612050.0,2
614615.0,2
631629.0,2
635103.0,2
638756.0,2
642650.0,2
645507.0,2
651569.0,2
653307.0,2
653744.0,2
