Time,Idle UPFs
0.0,0
302.0,0
394.0,0
411.0,0
613.0,0
737.0,1
1088.0,0
1112.0,0
1133.0,0
1208.0,0
1243.0,0
1259.0,0
1305.0,0
1459.0,1
1532.0,0
1537.0,0
1556.0,0
1777.0,0
1854.0,0
2020.0,0
2031.0,0
2090.0,0
2159.0,0
2400.0,1
2509.0,0
2583.0,0
2604.0,0
2754.0,0
2980.0,0
3235.0,0
3257.0,0
3297.0,1
3329.0,0
3374.0,0
3403.0,0
3453.0,0
3616.0,0
3909.0,0
4050.0,0
4073.0,0
4242.0,0
4350.0,0
4373.0,0
4381.0,0
4394.0,0
4492.0,1
4499.0,0
4539.0,0
4641.0,0
4705.0,0
4830.0,0
4913.0,0
4920.0,0
4982.0,0
5038.0,0
5050.0,1
5152.0,0
5224.0,0
5253.0,0
5394.0,0
5403.0,0
5421.0,0
5572.0,0
5587.0,0
5793.0,0
5814.0,1
5892.0,0
6119.0,0
6131.0,0
6187.0,0
6326.0,0
6385.0,0
6457.0,0
6483.0,0
6525.0,0
6565.0,1
6647.0,0
6687.0,0
6734.0,0
7044.0,0
7074.0,0
7110.0,0
7114.0,0
7184.0,0
7217.0,0
7245.0,0
7313.0,0
7341.0,1
7485.0,0
7490.0,0
7616.0,0
7717.0,0
7794.0,0
7868.0,0
7975.0,0
7996.0,0
8086.0,0
8088.0,0
8114.0,0
8134.0,1
8183.0,0
8198.0,0
8211.0,0
8421.0,0
8529.0,0
8598.0,0
8611.0,0
8639.0,0
8867.0,0
8876.0,1
8968.0,1
9011.0,0
9239.0,0
9391.0,0
9400.0,0
9629.0,0
9630.0,0
9739.0,0
9757.0,0
9827.0,1
9875.0,1
9901.0,0
9929.0,0
9993.0,0
10067.0,0
10078.0,0
10257.0,0
10342.0,0
10388.0,0
10416.0,0
10466.0,0
10566.0,0
10636.0,0
10704.0,1
10833.0,0
10836.0,0
10856.0,0
11048.0,0
11074.0,0
11146.0,0
11164.0,0
11211.0,0
11475.0,0
11816.0,0
11990.0,0
12008.0,0
12057.0,0
12096.0,0
12178.0,0
12298.0,1
12309.0,0
12526.0,0
12596.0,0
12771.0,0
12845.0,0
12868.0,0
12981.0,0
13103.0,0
13138.0,0
13305.0,0
13526.0,0
13550.0,0
13620.0,0
13725.0,0
13884.0,0
13926.0,1
13936.0,0
13940.0,0
14019.0,0
14109.0,0
14113.0,0
14158.0,0
14232.0,0
14257.0,1
14266.0,0
14342.0,0
14444.0,0
14817.0,0
14857.0,0
14889.0,0
14898.0,0
14980.0,1
15072.0,1
15227.0,1
15260.0,0
15347.0,0
15367.0,0
15396.0,0
15522.0,0
15555.0,0
15658.0,0
15689.0,0
15784.0,0
15813.0,0
15955.0,0
15968.0,0
15973.0,1
16095.0,0
