Time,Busy UPFs
0.0,0
216.0,1
282.0,1
295.0,1
439.0,1
527.0,1
778.0,2
796.0,2
811.0,2
865.0,2
890.0,2
901.0,2
934.0,2
1044.0,2
1096.0,3
1100.0,3
1114.0,3
1327.0,3
1446.0,3
1454.0,3
1496.0,3
1545.0,3
1567.0,4
1717.0,4
1795.0,4
1848.0,4
1863.0,4
1970.0,4
2131.0,4
2314.0,4
2330.0,4
2359.0,4
2382.0,5
2414.0,5
2470.0,5
2586.0,5
2896.0,5
2912.0,5
3033.0,5
3127.0,5
3133.0,6
3142.0,6
3189.0,6
3212.0,6
3217.0,6
3246.0,6
3287.0,6
3295.0,6
3319.0,6
3365.0,6
3455.0,6
3514.0,6
3563.0,6
3603.0,6
3612.0,7
3685.0,7
3736.0,7
3757.0,7
3858.0,7
3864.0,7
3877.0,7
3995.0,7
4142.0,8
4157.0,8
4213.0,8
4375.0,8
4384.0,8
4424.0,8
4478.0,8
4565.0,8
4617.0,8
4635.0,8
4645.0,9
4665.0,9
4693.0,9
4780.0,9
4891.0,9
4914.0,9
5035.0,9
5056.0,9
5082.0,9
5085.0,9
5135.0,9
5159.0,9
5179.0,9
5209.0,9
5228.0,9
5248.0,10
5351.0,10
5445.0,10
5517.0,10
5572.0,10
5701.0,10
5716.0,10
5780.0,10
5782.0,10
5801.0,11
5815.0,11
5850.0,11
5861.0,11
5870.0,11
6020.0,11
6098.0,11
6156.0,11
6176.0,12
6339.0,12
6411.0,12
6442.0,12
6460.0,12
6605.0,12
6714.0,12
6721.0,12
6885.0,12
6886.0,12
6947.0,13
6964.0,13
6977.0,13
7062.0,13
7081.0,13
7101.0,13
7200.0,13
7218.0,13
7336.0,13
7397.0,13
7430.0,13
7450.0,13
7486.0,14
7558.0,14
7608.0,14
7657.0,14
7749.0,14
7751.0,14
7765.0,14
7778.0,14
7798.0,14
7985.0,13
8004.0,14
8019.0,14
8208.0,14
8451.0,14
8588.0,14
8623.0,14
8651.0,14
8710.0,14
8764.0,14
8796.0,14
8798.0,14
8804.0,14
9134.0,14
9187.0,14
9284.0,14
9371.0,15
9396.0,15
9515.0,15
9690.0,15
9734.0,15
9740.0,15
9815.0,15
9929.0,15
9959.0,15
9967.0,15
9970.0,16
10026.0,16
10065.0,16
10090.0,16
10093.0,16
10125.0,16
10178.0,16
10196.0,16
10203.0,16
10258.0,16
10304.0,17
10331.0,17
10597.0,17
10625.0,17
10648.0,17
10654.0,17
10830.0,17
10889.0,17
10975.0,17
10989.0,17
11010.0,17
11020.0,18
11063.0,18
11100.0,18
11124.0,18
11220.0,18
11288.0,18
11309.0,18
11411.0,18
11420.0,18
11423.0,18
11510.0,18
11518.0,18
11564.0,19
11605.0,19
11639.0,19
11674.0,19
11678.0,19
11749.0,19
11888.0,19
11901.0,19
11938.0,19
11975.0,19
12038.0,19
12100.0,19
12136.0,20
12174.0,20
12181.0,20
12231.0,20
12236.0,20
12266.0,20
12315.0,20
12435.0,20
12441.0,20
12443.0,20
12526.0,20
12554.0,20
12556.0,20
12580.0,20
12666.0,20
12816.0,20
12857.0,21
12933.0,21
12947.0,21
13006.0,21
13065.0,21
13104.0,21
13211.0,21
13319.0,21
13402.0,21
13443.0,21
13544.0,21
13711.0,21
13775.0,21
13837.0,21
13999.0,21
14000.0,21
14007.0,22
14222.0,22
14283.0,22
14326.0,22
14355.0,22
14455.0,22
14567.0,22
14616.0,22
14673.0,23
14830.0,23
14839.0,23
14942.0,23
14950.0,23
15037.0,23
15161.0,23
15168.0,23
15477.0,24
15511.0,24
15536.0,24
15561.0,24
15722.0,24
15822.0,24
15829.0,24
15888.0,24
16058.0,24
16107.0,24
16153.0,24
16163.0,25
16219.0,25
16238.0,25
16301.0,25
16335.0,25
16480.0,25
16678.0,25
16681.0,25
16690.0,25
16716.0,25
16849.0,25
16920.0,25
16967.0,25
17126.0,25
17319.0,25
17328.0,25
17404.0,25
17481.0,25
17539.0,25
17581.0,25
