Time,Idle UPFs
0.0,0
15051.0,0
19616.0,0
20464.0,0
23456.0,0
23464.0,0
28098.0,0
30521.0,0
36678.0,0
37718.0,0
54196.0,0
55390.0,0
56404.0,0
60124.0,1
61846.0,0
62598.0,0
64880.0,0
65424.0,0
72570.0,0
74542.0,0
76181.0,0
76419.0,0
76476.0,0
77354.0,0
79874.0,0
80718.0,0
80889.0,0
83707.0,0
88401.0,0
92223.0,0
95327.0,0
100000.0,0
100485.0,0
100999.0,0
103900.0,0
107318.0,0
109068.0,0
109165.0,0
110408.0,0
118650.0,0
119321.0,0
121057.0,0
123186.0,0
124753.0,0
128424.0,0
129446.0,0
134294.0,0
136908.0,0
143431.0,0
143518.0,0
148169.0,0
158637.0,0
160917.0,0
162008.0,0
163976.0,0
164323.0,0
165550.0,0
165559.0,0
167766.0,0
167986.0,0
171679.0,0
179274.0,0
179782.0,0
183656.0,0
184257.0,0
188583.0,0
193722.0,0
200000.0,0
201453.0,0
202561.0,0
202838.0,0
211011.0,0
217540.0,0
217925.0,0
218541.0,0
223423.0,0
223752.0,0
225719.0,0
230794.0,0
233990.0,1
240120.0,0
240236.0,0
240359.0,0
242377.0,0
243514.0,0
244356.0,0
247761.0,0
250551.0,0
251122.0,0
251839.0,0
252719.0,0
253787.0,0
256181.0,0
259734.0,0
260755.0,0
261168.0,0
268212.0,0
268613.0,1
269493.0,0
272366.0,0
275051.0,0
275428.0,0
277163.0,0
277748.0,0
281203.0,0
284745.0,0
285721.0,0
287583.0,0
288006.0,0
289039.0,0
291113.0,0
291301.0,0
292915.0,0
300000.0,0
304087.0,0
304237.0,0
304820.0,0
307606.0,0
311756.0,0
317463.0,0
317755.0,0
317812.0,0
317968.0,0
318051.0,0
321038.0,0
322294.0,0
323374.0,0
324354.0,0
326306.0,0
327923.0,0
328679.0,0
332377.0,0
339907.0,0
348052.0,0
350216.0,0
351667.0,0
353457.0,0
353645.0,0
354976.0,0
357138.0,0
358772.0,0
359781.0,1
360142.0,1
362879.0,0
363504.0,0
364890.0,0
367969.0,0
369405.0,0
370220.0,0
372060.0,0
375283.0,0
378574.0,0
378798.0,0
383577.0,0
385627.0,0
386050.0,0
387414.0,0
392146.0,0
392798.0,0
396433.0,0
397466.0,0
399548.0,0
400000.0,0
400580.0,0
400670.0,0
401501.0,0
401935.0,0
402019.0,0
402241.0,0
403304.0,0
404263.0,0
406708.0,0
407448.0,0
408051.0,0
415774.0,1
418543.0,1
420648.0,0
423937.0,0
427988.0,0
428305.0,0
429373.0,0
433460.0,0
433769.0,0
434260.0,0
437901.0,0
440749.0,0
445763.0,0
447911.0,0
455111.0,0
458528.0,0
459282.0,0
462974.0,0
465702.0,0
466466.0,0
466850.0,0
467290.0,0
467511.0,0
476105.0,0
478216.0,0
478732.0,0
478779.0,0
484129.0,0
484225.0,0
484479.0,0
485102.0,0
490989.0,0
492259.0,0
493614.0,0
500000.0,0
500476.0,0
508912.0,1
509936.0,1
512635.0,0
513296.0,0
514137.0,0
514317.0,0
516430.0,0
517829.0,0
518216.0,0
519055.0,0
520326.0,0
524887.0,0
525313.0,0
525357.0,0
528806.0,0
531839.0,0
532198.0,0
537361.0,0
538607.0,0
538731.0,0
539706.0,0
543059.0,0
543762.0,0
544726.0,0
552915.0,0
554530.0,0
555086.0,0
555094.0,0
556088.0,0
557406.0,0
558185.0,0
563527.0,0
568339.0,0
570584.0,0
571814.0,0
575706.0,0
587589.0,0
590580.0,0
597176.0,0
598531.0,0
599608.0,0
600000.0,0
601514.0,0
604505.0,0
605583.0,0
610800.0,0
611538.0,0
612050.0,0
614615.0,0
