Time,Session ID
138476.0,3124
138480.0,3125
138527.0,3128
138689.0,3132
138720.0,3133
138745.0,3135
138788.0,3137
138794.0,3138
138836.0,3139
138910.0,3141
139053.0,3147
139075.0,3148
139276.0,3152
139326.0,3153
139327.0,3154
139554.0,3158
139780.0,3161
139825.0,3162
139830.0,3163
139833.0,3164
140075.0,3170
140079.0,3171
140089.0,3172
140171.0,3175
140176.0,3176
140180.0,3177
140265.0,3178
140311.0,3179
140352.0,3180
140372.0,3181
140378.0,3182
141200.0,3201
141292.0,3204
141834.0,3214
141856.0,3215
141891.0,3216
141907.0,3217
141919.0,3218
142456.0,3228
142472.0,3229
142578.0,3231
142662.0,3234
142682.0,3235
142710.0,3236
142720.0,3237
142732.0,3238
142744.0,3239
143445.0,3252
143463.0,3254
143800.0,3260
143855.0,3261
144357.0,3272
144378.0,3273
144508.0,3276
146387.0,3314
146403.0,3315
146465.0,3318
146869.0,3325
146950.0,3326
146970.0,3327
147293.0,3332
147317.0,3333
147336.0,3334
147366.0,3335
147413.0,3336
147531.0,3338
147532.0,3339
147546.0,3340
147664.0,3342
148717.0,3358
148728.0,3359
148996.0,3362
149061.0,3363
149070.0,3364
149208.0,3366
149390.0,3368
149404.0,3369
149413.0,3370
149469.0,3371
149478.0,3372
149501.0,3375
150457.0,3393
150873.0,3402
150875.0,3403
150894.0,3404
151072.0,3407
151641.0,3422
151658.0,3423
152323.0,3436
152763.0,3444
152772.0,3445
152860.0,3448
152891.0,3449
152922.0,3450
152928.0,3451
152932.0,3452
153037.0,3454
153038.0,3455
153080.0,3457
153109.0,3458
153118.0,3459
153201.0,3461
153211.0,3462
153340.0,3464
153343.0,3465
153400.0,3467
153410.0,3468
153433.0,3470
153446.0,3471
153551.0,3473
153579.0,3474
153740.0,3477
153770.0,3478
153786.0,3479
155025.0,3505
155162.0,3509
155164.0,3510
156900.0,3543
156962.0,3544
156983.0,3545
157997.0,3563
158001.0,3564
158505.0,3573
158517.0,3574
158571.0,3575
158599.0,3576
158620.0,3577
158742.0,3580
158754.0,3581
158865.0,3584
158873.0,3585
158993.0,3589
159061.0,3591
159062.0,3592
159134.0,3593
159304.0,3598
159333.0,3600
159337.0,3601
159342.0,3602
159476.0,3604
159532.0,3605
159625.0,3608
159627.0,3609
159914.0,3614
160053.0,3617
160125.0,3618
160182.0,3619
160225.0,3620
160231.0,3621
160390.0,3622
160424.0,3623
160615.0,3626
160637.0,3627
160679.0,3628
160682.0,3629
160686.0,3630
160783.0,3633
160867.0,3635
160892.0,3636
160893.0,3637
160994.0,3638
161000.0,3639
161033.0,3641
161044.0,3642
161106.0,3644
161132.0,3645
161143.0,3646
161206.0,3648
161209.0,3649
163005.0,3677
164067.0,3696
164957.0,3711
164966.0,3712
165019.0,3713
165150.0,3715
165170.0,3716
166048.0,3731
166063.0,3732
166298.0,3740
166364.0,3741
166390.0,3742
166405.0,3743
166448.0,3744
166458.0,3745
166553.0,3746
166565.0,3747
167141.0,3756
167149.0,3757
167155.0,3758
167171.0,3759
167402.0,3762
167447.0,3764
167449.0,3765
167456.0,3766
167488.0,3768
167731.0,3772
167752.0,3773
167792.0,3774
167930.0,3776
168284.0,3784
168357.0,3785
168563.0,3788
168817.0,3793
168882.0,3794
168898.0,3795
169870.0,3815
169928.0,3818
170105.0,3823
170117.0,3824
170173.0,3825
170335.0,3829
170390.0,3831
170426.0,3832
170441.0,3833
170586.0,3837
170608.0,3838
170630.0,3839
170718.0,3840
170730.0,3841
170832.0,3843
170836.0,3844
171292.0,3852
171298.0,3853
171312.0,3854
171388.0,3855
171435.0,3857
171451.0,3858
171575.0,3860
171678.0,3861
172356.0,3874
172362.0,3875
172613.0,3878
172657.0,3879
172712.0,3882
172713.0,3883
172753.0,3884
173792.0,3899
173797.0,3900
173803.0,3901
173849.0,3902
173871.0,3903
173877.0,3904
173888.0,3905
173949.0,3907
173988.0,3908
174003.0,3910
174020.0,3911
174077.0,3912
174161.0,3914
174287.0,3918
174487.0,3924
174720.0,3926
174736.0,3927
447301.0,9816
447327.0,9817
447341.0,9818
447350.0,9819
447371.0,9820
447633.0,9826
447768.0,9829
447794.0,9830
447834.0,9831
447859.0,9832
447892.0,9833
447900.0,9834
447931.0,9835
452806.0,9924
452850.0,9925
452916.0,9926
452993.0,9928
453038.0,9929
453067.0,9930
453131.0,9931
453336.0,9937
453399.0,9938
453409.0,9939
453422.0,9940
453512.0,9943
453802.0,9952
454274.0,9959
454275.0,9960
454388.0,9963
454424.0,9964
454429.0,9965
454484.0,9967
454498.0,9968
454507.0,9969
454519.0,9970
454570.0,9971
454590.0,9972
455628.0,9998
455691.0,9999
455705.0,10000
456095.0,10006
456492.0,10014
456511.0,10015
456578.0,10016
456599.0,10017
457054.0,10025
457068.0,10026
457233.0,10029
457244.0,10030
457259.0,10031
457568.0,10037
457572.0,10038
457582.0,10039
457591.0,10040
457732.0,10042
457814.0,10044
458424.0,10054
458720.0,10061
458744.0,10062
458822.0,10064
458870.0,10065
459406.0,10077
459439.0,10078
459494.0,10080
459900.0,10091
460093.0,10093
460214.0,10095
460299.0,10096
460458.0,10099
460486.0,10100
460498.0,10101
460789.0,10112
460985.0,10116
460997.0,10117
461049.0,10118
461073.0,10119
461084.0,10120
461085.0,10121
461091.0,10122
461797.0,10133
461936.0,10135
461964.0,10137
462194.0,10140
462200.0,10141
462295.0,10143
462607.0,10148
