Time,Idle UPFs
0.0,0
116.0,0
152.0,0
159.0,0
237.0,0
285.0,1
420.0,0
430.0,0
438.0,0
467.0,0
481.0,0
487.0,0
505.0,0
565.0,1
593.0,0
595.0,0
603.0,0
718.0,0
782.0,0
786.0,0
809.0,0
836.0,1
929.0,0
971.0,0
1000.0,0
1008.0,0
1066.0,0
1153.0,0
1252.0,0
1261.0,1
1277.0,0
1290.0,0
1307.0,0
1325.0,0
1338.0,0
1401.0,0
1568.0,0
1577.0,0
1642.0,0
1693.0,1
1696.0,0
1701.0,0
1739.0,0
1742.0,0
1758.0,0
1798.0,0
1823.0,0
1854.0,1
1872.0,1
1904.0,0
1931.0,0
1953.0,0
1958.0,0
1997.0,0
2025.0,0
2037.0,0
2092.0,0
2096.0,1
2103.0,0
2167.0,0
2246.0,0
2254.0,0
2284.0,0
2372.0,0
2377.0,0
2399.0,1
2475.0,0
2503.0,0
2513.0,0
2529.0,0
2545.0,0
2586.0,0
2592.0,0
2730.0,0
2742.0,0
2756.0,1
2758.0,0
2785.0,0
2798.0,0
2809.0,0
2824.0,0
2835.0,0
2846.0,0
2902.0,0
2953.0,0
2992.0,1
3022.0,0
3092.0,0
3100.0,0
3135.0,0
3136.0,0
3146.0,0
3151.0,0
3154.0,0
3173.0,0
3179.0,1
3184.0,0
3241.0,0
3265.0,0
3307.0,0
3339.0,0
3350.0,0
3438.0,0
3477.0,0
3494.0,0
3555.0,1
3576.0,1
3582.0,1
3641.0,0
3645.0,0
3734.0,0
3735.0,0
3777.0,0
3784.0,0
3830.0,0
3840.0,0
3851.0,1
3904.0,0
3967.0,0
3977.0,0
4010.0,0
4028.0,0
4031.0,0
4039.0,0
4059.0,0
4098.0,0
4125.0,0
4152.0,0
4202.0,1
4203.0,0
4211.0,0
4330.0,0
4348.0,0
4450.0,0
4581.0,0
4655.0,0
4674.0,1
4689.0,0
4721.0,0
4767.0,0
4771.0,0
4949.0,0
4978.0,0
5030.0,0
5077.0,1
5091.0,0
5127.0,0
5155.0,0
5182.0,0
5250.0,0
5275.0,0
5277.0,0
5318.0,0
5380.0,0
5396.0,0
5400.0,0
5402.0,0
5428.0,1
5433.0,1
5468.0,0
5470.0,0
5488.0,0
5517.0,0
5527.0,0
5531.0,0
5561.0,0
5601.0,0
5745.0,1
5761.0,0
5774.0,0
5778.0,0
5885.0,0
5905.0,0
5951.0,0
5959.0,0
5971.0,0
