Time,Idle UPFs
0.0,0
151.0,0
197.0,0
206.0,0
307.0,0
369.0,1
545.0,0
557.0,0
568.0,0
606.0,0
624.0,0
632.0,0
655.0,0
732.0,1
769.0,0
772.0,0
782.0,0
931.0,0
1014.0,0
1020.0,0
1050.0,0
1085.0,1
1206.0,0
1261.0,0
1298.0,0
1309.0,0
1384.0,0
1409.0,0
1497.0,0
1625.0,0
1636.0,0
1656.0,1
1672.0,0
1695.0,0
1735.0,0
1817.0,0
2034.0,0
2046.0,0
2131.0,0
2197.0,1
2201.0,0
2208.0,0
2257.0,0
2261.0,0
2281.0,0
2323.0,0
2332.0,0
2364.0,0
2427.0,0
2469.0,1
2504.0,0
2532.0,0
2538.0,0
2589.0,0
2625.0,0
2640.0,0
2711.0,0
2716.0,1
2725.0,0
2808.0,0
2835.0,0
2911.0,0
2922.0,0
2961.0,0
3075.0,0
3081.0,0
3109.0,0
3198.0,1
3208.0,1
3244.0,0
3257.0,0
3278.0,0
3298.0,0
3359.0,0
3538.0,0
3553.0,0
3557.0,0
3571.0,0
3573.0,0
3608.0,1
3625.0,0
3639.0,0
3673.0,0
3687.0,0
3759.0,0
3820.0,0
3825.0,0
3876.0,0
3915.0,0
3951.0,1
4006.0,1
4017.0,0
4062.0,0
4063.0,0
4076.0,0
4086.0,0
4111.0,0
4119.0,0
4126.0,0
4135.0,1
4146.0,1
4231.0,1
4285.0,0
4326.0,0
4340.0,0
4454.0,0
4505.0,0
4527.0,0
4641.0,0
4717.0,0
4722.0,1
4837.0,0
4838.0,0
4893.0,0
4902.0,0
4961.0,0
4974.0,0
4988.0,0
5057.0,1
5147.0,0
5152.0,0
5195.0,0
5218.0,0
5232.0,0
5257.0,0
5307.0,0
5342.0,0
5376.0,0
5441.0,1
5443.0,0
5453.0,0
5607.0,0
5631.0,0
5691.0,0
5763.0,0
5934.0,0
6030.0,0
6055.0,0
6075.0,1
6099.0,0
6116.0,0
6176.0,0
6182.0,0
6251.0,0
6258.0,0
6410.0,0
6413.0,0
6450.0,0
6518.0,0
6579.0,0
6597.0,0
6681.0,0
6804.0,0
6839.0,0
6892.0,1
6972.0,0
6993.0,0
6998.0,0
7000.0,0
7040.0,0
7085.0,0
7087.0,0
7110.0,1
7147.0,0
7160.0,0
7165.0,0
7203.0,0
7254.0,0
7441.0,0
7461.0,0
7477.0,1
7482.0,0
7558.0,0
7647.0,0
7707.0,0
7717.0,0
7732.0,0
7795.0,0
7812.0,0
7879.0,0
7927.0,1
7942.0,0
8013.0,0
8020.0,0
8023.0,0
8084.0,0
8090.0,0
8123.0,0
8152.0,1
8200.0,0
8203.0,0
8253.0,0
8351.0,0
8360.0,0
8412.0,0
8457.0,0
8500.0,1
8552.0,0
8592.0,0
8617.0,0
