Time,Utilization

168.0,0.25
219.0,0.375
229.0,0.5
341.0,0.25
341.0,0.3125
410.0,0.375
605.0,0.4375
619.0,0.5
631.0,0.5625
673.0,0.625
693.0,0.6875
702.0,0.75
728.0,0.5
728.0,0.5416666666666667
814.0,0.5833333333333334
855.0,0.6250000000000001
858.0,0.6666666666666667
869.0,0.7083333333333334
1035.0,0.7500000000000001
1127.0,0.7916666666666667
1133.0,0.8333333333333335
1166.0,0.625
1166.0,0.65625
1204.0,0.6875
1338.0,0.71875
1399.0,0.75
1440.0,0.78125
1450.0,0.75
1452.0,0.78125
1535.0,0.8125
1661.0,0.84375
1803.0,0.875
1816.0,0.7
1816.0,0.7250000000000001
1838.0,0.7500000000000001
1856.0,0.7750000000000001
1881.0,0.8
1925.0,0.8250000000000001
2016.0,0.8500000000000001
2257.0,0.8750000000000001
2270.0,0.9000000000000001
2364.0,0.7500000000000001
2364.0,0.7708333333333334
2437.0,0.7916666666666667
2442.0,0.8125
2449.0,0.8333333333333334
2504.0,0.8541666666666667
2508.0,0.875
2530.0,0.8958333333333334
2547.0,0.8750000000000001
2587.0,0.8958333333333335
2623.0,0.9166666666666667
2693.0,0.7857142857142857
2693.0,0.8035714285714286
2739.0,0.8214285714285715
2777.0,0.8392857142857143
2808.0,0.8571428571428572
2815.0,0.875
2872.0,0.8928571428571429
2912.0,0.9107142857142857
2928.0,0.9285714285714286
2954.0,0.9107142857142857
3007.0,0.9285714285714286
3012.0,0.8125
3012.0,0.828125
3022.0,0.84375
3114.0,0.859375
3221.0,0.84375
3228.0,0.859375
3240.0,0.875
3284.0,0.890625
3410.0,0.90625
3417.0,0.921875
3448.0,0.9375
3558.0,0.8333333333333333
3558.0,0.8472222222222221
3598.0,0.8611111111111109
3612.0,0.8749999999999999
3635.0,0.8888888888888887
3657.0,0.9027777777777777
3725.0,0.9166666666666665
3907.0,0.9027777777777777
3924.0,0.9166666666666666
3941.0,0.9305555555555555
3961.0,0.9444444444444444
3964.0,0.85
3964.0,0.8624999999999999
4003.0,0.8749999999999999
4022.0,0.8875
4038.0,0.8999999999999999
4076.0,0.9125
4092.0,0.9249999999999999
4096.0,0.9125
4131.0,0.9
4172.0,0.9125
4233.0,0.8999999999999999
4245.0,0.9125
4301.0,0.925
4344.0,0.9375
4412.0,0.9249999999999999
4445.0,0.9375
4457.0,0.95
4507.0,0.8636363636363639
4507.0,0.8750000000000002
4508.0,0.8863636363636366
4523.0,0.8977272727272729
4534.0,0.9090909090909093
4562.0,0.9204545454545456
4571.0,0.931818181818182
4578.0,0.9431818181818183
4695.0,0.9545454545454548
4755.0,0.8749999999999999
4755.0,0.8854166666666665
4801.0,0.8958333333333331
4817.0,0.9062499999999999
4944.0,0.9166666666666665
5000.0,0.9270833333333331
5024.0,0.9374999999999999
5151.0,0.9479166666666665
5236.0,0.9583333333333331
5241.0,0.8846153846153846
5241.0,0.8942307692307692
5369.0,0.9038461538461537
5370.0,0.9134615384615384
5431.0,0.923076923076923
5441.0,0.9326923076923076
5507.0,0.9423076923076923
5522.0,0.9519230769230769
5538.0,0.9615384615384615
5615.0,0.8928571428571427
5615.0,0.9017857142857141
5685.0,0.8928571428571427
5721.0,0.9017857142857141
5768.0,0.9107142857142856
5794.0,0.919642857142857
5810.0,0.9285714285714284
5838.0,0.9374999999999998
5890.0,0.9285714285714284
5894.0,0.9374999999999999
5933.0,0.9464285714285713
5971.0,0.9553571428571427
6043.0,0.9642857142857141
6045.0,0.8999999999999999
6045.0,0.9083333333333333
6056.0,0.9166666666666666
6227.0,0.925
6253.0,0.9333333333333333
6400.0,0.9416666666666667
6436.0,0.9333333333333333
6539.0,0.925
6589.0,0.9333333333333333
6646.0,0.925
6696.0,0.9333333333333335
6724.0,0.9416666666666668
6746.0,0.9500000000000001
6792.0,0.9583333333333334
6859.0,0.9666666666666667
6865.0,0.90625
6865.0,0.9140625
7032.0,0.90625
7122.0,0.9140625
7163.0,0.921875
7239.0,0.9296875
7307.0,0.9375
7327.0,0.9453125
7420.0,0.953125
7556.0,0.9609375
7595.0,0.96875
7654.0,0.9117647058823531
7654.0,0.9191176470588237
7674.0,0.9117647058823531
7743.0,0.9191176470588237
7766.0,0.9264705882352943
7772.0,0.9338235294117649
7775.0,0.9411764705882355
7819.0,0.9485294117647061
7869.0,0.9558823529411766
7872.0,0.9632352941176473
7897.0,0.9705882352941179
7939.0,0.916666666666667
7939.0,0.9236111111111114
7953.0,0.9305555555555558
7958.0,0.9375000000000002
8001.0,0.9444444444444448
8058.0,0.9513888888888892
8265.0,0.9583333333333336
8287.0,0.965277777777778
8305.0,0.9722222222222225
8310.0,0.9210526315789469
8310.0,0.9276315789473679
8493.0,0.9342105263157889
8560.0,0.9407894736842101
8571.0,0.9473684210526311
8588.0,0.9539473684210521
8658.0,0.9605263157894732
8677.0,0.9671052631578942
8701.0,0.9605263157894732
8752.0,0.9671052631578942
8805.0,0.9736842105263153
8821.0,0.9250000000000002
8821.0,0.9312500000000001
8900.0,0.9375000000000001
8907.0,0.9437500000000001
8910.0,0.9500000000000002
8978.0,0.9562500000000002
8984.0,0.9625000000000001
8992.0,0.9562500000000002
9020.0,0.9625000000000001
9052.0,0.9687500000000001
9076.0,0.9625000000000001
9106.0,0.9687500000000001
9109.0,0.9750000000000002
9164.0,0.9285714285714287
9164.0,0.9345238095238096
9272.0,0.9404761904761906
9282.0,0.9464285714285715
9340.0,0.9523809523809526
9389.0,0.9583333333333335
9418.0,0.9523809523809526
9437.0,0.9583333333333335
9495.0,0.9642857142857144
