Time,Busy UPFs
0.0,0
132.0,1
149.0,1
241.0,1
592.0,1
613.0,1
688.0,2
783.0,2
829.0,2
852.0,2
857.0,2
864.0,2
1030.0,2
1146.0,2
1215.0,3
1245.0,3
1319.0,3
1669.0,3
1895.0,3
1905.0,3
1945.0,3
2122.0,3
2201.0,4
2209.0,4
2232.0,4
2355.0,4
2363.0,4
2509.0,4
2562.0,4
2569.0,4
2700.0,4
2764.0,4
2908.0,5
2965.0,5
2977.0,5
2980.0,5
3082.0,5
3141.0,5
3321.0,5
3462.0,5
3497.0,5
3663.0,5
3826.0,5
3904.0,5
3943.0,6
3999.0,6
4000.0,6
4026.0,6
4313.0,6
4435.0,6
4764.0,6
4800.0,6
4895.0,7
4928.0,7
4944.0,7
4972.0,7
5000.0,7
5101.0,7
5111.0,7
5132.0,7
5246.0,8
5272.0,8
5390.0,8
5405.0,8
5664.0,8
5772.0,8
5848.0,8
6076.0,8
6083.0,9
6118.0,9
6346.0,9
6449.0,9
6678.0,9
6689.0,9
6707.0,9
6813.0,9
6841.0,9
6946.0,9
7031.0,10
7062.0,10
7112.0,10
7214.0,10
7271.0,10
7339.0,10
7372.0,10
7392.0,10
7639.0,10
7903.0,10
8235.0,11
8284.0,11
8295.0,11
8303.0,11
8423.0,11
8519.0,11
8593.0,11
8603.0,11
8689.0,11
8713.0,11
8748.0,11
8950.0,11
9020.0,11
9133.0,11
9142.0,11
9184.0,12
9271.0,12
9350.0,12
9354.0,12
9399.0,12
9546.0,12
9555.0,12
9633.0,12
9773.0,12
9796.0,12
10006.0,11
10165.0,12
10174.0,12
10355.0,12
10375.0,12
10411.0,12
10455.0,12
10488.0,12
10569.0,12
10598.0,12
10600.0,12
10605.0,12
10670.0,13
10735.0,13
10744.0,13
10786.0,13
10791.0,13
10844.0,13
10861.0,13
10879.0,13
10882.0,13
10968.0,13
11030.0,13
11079.0,13
11101.0,14
11102.0,14
11103.0,14
11111.0,14
11114.0,14
11127.0,14
11258.0,14
11337.0,14
11371.0,14
11458.0,14
11536.0,14
11583.0,14
11851.0,14
11949.0,14
11990.0,14
12209.0,15
12223.0,15
12262.0,15
12264.0,15
12288.0,15
12303.0,15
12389.0,15
12424.0,15
12564.0,15
12574.0,15
12654.0,15
12698.0,15
12812.0,15
12842.0,15
12851.0,16
13024.0,16
13033.0,16
13080.0,16
13507.0,16
13516.0,16
13572.0,16
13640.0,16
13646.0,16
13751.0,17
14079.0,17
14151.0,17
14211.0,17
14282.0,17
14284.0,17
14506.0,17
14514.0,17
14539.0,17
14589.0,17
14650.0,17
14696.0,17
14882.0,17
15183.0,17
15280.0,17
15343.0,17
15352.0,18
15472.0,18
15641.0,18
15818.0,18
15883.0,18
16013.0,18
16064.0,18
16194.0,18
16283.0,18
16286.0,18
16453.0,18
16723.0,18
16770.0,18
16771.0,18
16954.0,18
16986.0,18
17154.0,18
17208.0,18
17236.0,18
17426.0,19
