Time,Active PDUs
0.0,0
12.0,1
16.0,2
26.0,3
28.0,4
34.0,5
48.0,6
57.0,7
79.0,8
99.0,9
113.0,10
119.0,11
138.0,12
150.0,13
179.0,14
186.0,15
192.0,16
193.0,17
212.0,18
220.0,19
229.0,20
244.0,21
270.0,22
286.0,23
305.0,24
323.0,25
350.0,26
355.0,27
358.0,28
380.0,29
392.0,30
421.0,31
459.0,32
533.0,33
555.0,34
561.0,35
569.0,36
577.0,37
602.0,38
603.0,39
678.0,40
735.0,41
738.0,42
756.0,43
766.0,44
767.0,45
772.0,46
819.0,47
841.0,48
877.0,49
893.0,50
926.0,51
931.0,52
966.0,53
986.0,54
1021.0,55
1023.0,56
1054.0,57
1102.0,58
1113.0,59
1117.0,60
1175.0,61
1206.0,62
1252.0,63
1306.0,64
1376.0,65
1377.0,66
1383.0,67
1397.0,68
1438.0,69
1440.0,70
1455.0,71
1484.0,70
1487.0,71
1493.0,72
1558.0,73
1577.0,74
1580.0,75
1590.0,76
1604.0,77
1619.0,78
1622.0,79
1627.0,78
1687.0,79
1692.0,80
1697.0,81
1702.0,82
1709.0,83
1740.0,84
1742.0,85
1743.0,86
1867.0,87
1891.0,88
1897.0,89
1963.0,90
1968.0,91
1989.0,92
2030.0,93
2077.0,94
2085.0,95
2097.0,96
2117.0,97
2145.0,98
2167.0,99
2199.0,98
2215.0,99
2219.0,100
2227.0,101
2278.0,102
2294.0,103
2300.0,104
2328.0,105
2356.0,106
2378.0,107
2386.0,108
2387.0,109
2445.0,110
2447.0,111
2477.0,112
2480.0,113
2514.0,114
2521.0,115
2541.0,116
2558.0,117
2574.0,118
2608.0,119
2617.0,120
2637.0,121
2662.0,122
2672.0,123
2677.0,124
2687.0,125
2737.0,126
2762.0,127
2799.0,128
2801.0,129
2841.0,130
2869.0,131
2935.0,132
2946.0,133
2966.0,134
2986.0,135
3000.0,136
3035.0,137
3069.0,138
3095.0,139
3111.0,140
3112.0,141
3130.0,142
3140.0,143
3157.0,144
3202.0,145
3204.0,146
3241.0,147
3300.0,148
3313.0,149
3322.0,150
3337.0,151
3338.0,150
3356.0,151
3359.0,152
3383.0,153
3391.0,152
3402.0,153
3450.0,154
3451.0,155
3458.0,156
3521.0,157
3544.0,158
3546.0,159
3557.0,160
3563.0,161
3572.0,162
3587.0,163
3607.0,164
3614.0,165
3637.0,166
3662.0,167
3673.0,168
3695.0,169
3803.0,170
3820.0,171
3823.0,172
3837.0,173
3850.0,174
3871.0,175
3889.0,176
3922.0,177
3936.0,178
3954.0,179
3975.0,180
3979.0,181
4003.0,182
4014.0,183
4027.0,184
4078.0,185
4098.0,186
4101.0,187
4107.0,188
4122.0,189
4152.0,190
4160.0,191
4173.0,192
4224.0,193
4226.0,194
4247.0,195
4250.0,196
4304.0,197
4308.0,198
4327.0,199
4332.0,200
4334.0,201
4346.0,202
4365.0,203
4387.0,204
4424.0,205
4426.0,206
4444.0,207
4453.0,206
4458.0,207
4467.0,208
4473.0,209
4499.0,210
4558.0,211
4568.0,212
4590.0,211
4597.0,212
4622.0,213
4624.0,214
4666.0,215
4710.0,216
4730.0,217
4735.0,218
4742.0,219
4746.0,220
4783.0,221
4784.0,222
4795.0,223
4800.0,224
4869.0,225
4878.0,226
4920.0,227
4938.0,228
4947.0,229
4952.0,230
4961.0,231
4989.0,232
5025.0,233
5045.0,234
5060.0,235
5103.0,236
5133.0,237
5152.0,238
5161.0,239
5190.0,240
5194.0,241
5236.0,240
5272.0,241
5290.0,242
5303.0,243
5311.0,244
5314.0,245
5321.0,246
5323.0,247
5337.0,248
5352.0,249
5364.0,250
5374.0,251
5418.0,252
5434.0,253
5438.0,254
5455.0,255
5476.0,256
5479.0,257
5482.0,258
5490.0,259
5500.0,260
5506.0,261
5514.0,262
5534.0,261
5535.0,262
5576.0,261
5587.0,262
5649.0,263
5659.0,262
5662.0,263
5664.0,264
5682.0,265
5701.0,266
5707.0,267
5730.0,268
5740.0,269
5770.0,270
5782.0,271
5799.0,272
5807.0,273
5809.0,274
5847.0,275
5867.0,274
5920.0,275
5929.0,276
5961.0,275
5969.0,276
6004.0,277
6030.0,278
6037.0,279
6041.0,280
6048.0,281
6073.0,282
6076.0,283
6087.0,284
6115.0,283
6162.0,284
6169.0,285
6202.0,286
6231.0,287
6251.0,288
6319.0,289
6416.0,288
6422.0,289
6441.0,290
6460.0,291
6482.0,292
6507.0,293
6510.0,294
6522.0,295
6533.0,296
6545.0,297
6552.0,298
6558.0,297
6574.0,296
6577.0,297
6601.0,298
6610.0,299
6659.0,298
6662.0,299
6673.0,298
6689.0,299
6696.0,300
6732.0,301
6774.0,302
6778.0,303
6810.0,304
6823.0,305
6838.0,306
6841.0,305
6851.0,306
6854.0,307
6860.0,308
6881.0,309
6882.0,310
6902.0,309
6906.0,308
6912.0,309
6918.0,310
6955.0,311
6966.0,312
6995.0,313
7018.0,314
7025.0,313
7052.0,314
7109.0,315
7110.0,316
7121.0,317
7141.0,318
7147.0,319
7211.0,320
7253.0,321
7268.0,320
7285.0,321
7288.0,322
7302.0,323
7327.0,324
7339.0,325
7346.0,326
7347.0,327
7381.0,328
7425.0,329
7445.0,330
7466.0,331
7511.0,332
7518.0,333
7521.0,334
7529.0,335
7553.0,336
7572.0,337
7653.0,338
7690.0,339
7722.0,340
7743.0,339
7770.0,340
7801.0,341
7815.0,342
7837.0,341
7875.0,342
7878.0,343
7878.0,342
7887.0,343
7901.0,344
7906.0,345
7909.0,346
7994.0,347
8014.0,346
8018.0,347
8026.0,348
8053.0,349
8056.0,350
8060.0,351
