Time,Active PDUs
0.0,0
377.0,1
492.0,2
514.0,3
766.0,4
920.0,5
1358.0,6
1388.0,7
1414.0,8
1507.0,9
1551.0,10
1570.0,11
1628.0,12
1821.0,13
1912.0,14
1918.0,15
1942.0,16
1960.0,17
2314.0,16
2521.0,17
2534.0,18
2607.0,19
2693.0,20
2994.0,21
3130.0,22
3222.0,23
3248.0,24
3435.0,25
3506.0,26
3717.0,25
4036.0,26
4064.0,27
4114.0,28
4154.0,29
4210.0,30
4308.0,31
4443.0,32
4511.0,31
5053.0,32
5081.0,33
5293.0,34
5306.0,35
5358.0,34
5457.0,33
5467.0,34
5483.0,35
5606.0,36
5615.0,37
5665.0,38
5792.0,39
5872.0,40
6029.0,41
6132.0,42
6218.0,43
6288.0,44
6303.0,45
6379.0,46
6430.0,45
6519.0,46
6555.0,47
6732.0,48
6743.0,49
6765.0,50
6972.0,51
7229.0,52
7255.0,53
7352.0,54
7576.0,55
7636.0,54
7651.0,55
7721.0,56
7900.0,57
7968.0,56
8058.0,57
8090.0,58
8142.0,59
8191.0,60
8317.0,61
8343.0,60
8385.0,61
8669.0,60
8789.0,59
8826.0,53
8871.0,54
8876.0,55
8964.0,56
8974.0,57
9005.0,56
9040.0,57
9115.0,58
9125.0,57
9160.0,58
9340.0,59
9503.0,60
9629.0,61
9725.0,62
9951.0,63
9977.0,64
10089.0,65
10092.0,66
10125.0,67
10149.0,68
10211.0,69
10230.0,70
10246.0,71
10509.0,72
10644.0,73
10746.0,74
10781.0,75
11066.0,76
11192.0,77
11246.0,78
11422.0,79
11531.0,78
11607.0,79
11721.0,78
11732.0,79
11903.0,80
12019.0,79
12021.0,80
12059.0,81
12158.0,80
12180.0,81
12241.0,82
12328.0,81
12360.0,82
12394.0,83
12412.0,84
12566.0,83
12803.0,84
12909.0,85
12958.0,86
12967.0,85
13002.0,86
13065.0,87
13190.0,88
13278.0,89
13363.0,90
13524.0,91
13528.0,92
13553.0,93
13938.0,94
13996.0,95
14326.0,96
14457.0,97
14475.0,96
14752.0,95
14775.0,96
14992.0,95
15053.0,96
15101.0,97
15203.0,98
15352.0,99
15365.0,100
15668.0,101
15942.0,100
16034.0,101
16203.0,102
16355.0,103
16399.0,104
16607.0,105
16867.0,106
16913.0,105
17001.0,106
17133.0,107
17332.0,108
17371.0,109
17384.0,108
17397.0,109
17402.0,110
17500.0,111
17612.0,112
17617.0,113
17673.0,114
17766.0,115
17797.0,116
17809.0,117
17827.0,118
17904.0,117
17967.0,118
18031.0,118
18497.0,119
18546.0,120
18586.0,121
18597.0,122
18846.0,123
19008.0,122
19157.0,123
19161.0,124
19181.0,123
19218.0,124
19375.0,125
19417.0,126
19552.0,127
19585.0,126
19704.0,127
19723.0,128
19740.0,127
19881.0,128
19918.0,127
19934.0,128
19940.0,129
20093.0,130
20106.0,131
20187.0,132
20259.0,133
20379.0,134
20385.0,135
20463.0,136
20508.0,135
20547.0,136
20586.0,135
20643.0,134
20686.0,133
20701.0,132
20751.0,131
20774.0,125
20903.0,126
21014.0,127
21122.0,128
21251.0,129
21350.0,130
21411.0,131
21706.0,132
21715.0,133
21718.0,134
21808.0,135
21862.0,135
21911.0,136
