Time,Active PDUs
0.0,0
216.0,1
282.0,2
295.0,3
439.0,4
527.0,5
778.0,6
796.0,7
811.0,8
865.0,9
890.0,10
901.0,11
934.0,12
1044.0,13
1096.0,14
1100.0,15
1114.0,16
1327.0,17
1446.0,18
1454.0,19
1496.0,20
1545.0,21
1567.0,22
1717.0,21
1795.0,22
1848.0,23
1863.0,24
1970.0,25
2131.0,26
2314.0,27
2330.0,28
2359.0,29
2382.0,30
2414.0,31
2470.0,32
2586.0,33
2896.0,34
2912.0,35
3033.0,36
3127.0,37
3133.0,38
3142.0,39
3189.0,40
3212.0,39
3217.0,40
3246.0,41
3287.0,42
3295.0,41
3319.0,40
3365.0,41
3455.0,42
3514.0,43
3563.0,44
3603.0,45
3612.0,46
3685.0,47
3736.0,48
3757.0,49
3858.0,50
3864.0,51
3877.0,52
3995.0,53
4142.0,54
4157.0,55
4213.0,56
4375.0,57
4384.0,58
4424.0,59
4478.0,60
4565.0,59
4617.0,60
4635.0,61
4645.0,62
4665.0,61
4693.0,62
4780.0,63
4891.0,64
4914.0,63
5035.0,62
5056.0,63
5082.0,64
5085.0,65
5135.0,66
5159.0,67
5179.0,68
5209.0,69
5228.0,68
5248.0,69
5351.0,70
5445.0,71
5517.0,72
5572.0,73
5701.0,74
5716.0,75
5780.0,76
5782.0,77
5801.0,78
5815.0,79
5850.0,80
5861.0,81
5870.0,82
6020.0,83
6098.0,84
6156.0,85
6176.0,86
6339.0,87
6411.0,88
6442.0,89
6460.0,90
6605.0,89
6714.0,90
6721.0,91
6885.0,92
6886.0,93
6947.0,94
6964.0,93
6977.0,94
7062.0,95
7081.0,96
7101.0,97
7200.0,98
7218.0,99
7336.0,98
7397.0,99
7430.0,100
7450.0,101
7486.0,102
7558.0,103
7608.0,104
7657.0,105
7749.0,106
7751.0,107
7765.0,108
7778.0,109
7798.0,108
7985.0,107
8004.0,101
8019.0,100
8208.0,101
8451.0,102
8588.0,103
8623.0,104
8651.0,105
8710.0,106
8764.0,107
8796.0,106
8798.0,107
8804.0,106
9134.0,107
9187.0,108
9284.0,109
9371.0,110
9396.0,111
9515.0,112
9690.0,113
9734.0,114
9740.0,113
9815.0,114
9929.0,115
9959.0,116
9967.0,117
9970.0,118
10026.0,119
10065.0,120
10090.0,119
10093.0,120
10125.0,121
10178.0,122
10196.0,123
10203.0,124
10258.0,125
10304.0,126
10331.0,126
10597.0,127
10625.0,128
10648.0,129
10654.0,130
10830.0,131
10889.0,130
10975.0,131
10989.0,132
11010.0,133
11020.0,134
11063.0,133
11100.0,132
11124.0,133
11220.0,134
11288.0,135
11309.0,136
11411.0,137
11420.0,138
11423.0,139
11510.0,140
11518.0,141
11564.0,142
11605.0,143
11639.0,144
11674.0,143
11678.0,144
11749.0,145
11888.0,146
11901.0,147
11938.0,148
11975.0,147
12038.0,148
12100.0,149
12136.0,150
12174.0,149
12181.0,150
12231.0,149
12236.0,150
12266.0,149
12315.0,150
12435.0,149
12441.0,150
12443.0,151
12526.0,152
12554.0,153
12556.0,154
12580.0,155
12666.0,156
12816.0,157
12857.0,158
12933.0,157
12947.0,158
13006.0,159
13065.0,158
13104.0,159
13211.0,160
13319.0,161
13402.0,160
13443.0,161
13544.0,162
13711.0,163
13775.0,164
13837.0,163
13999.0,164
14000.0,165
14007.0,166
14222.0,167
14283.0,168
14326.0,169
14355.0,170
14455.0,171
14567.0,172
14616.0,173
14673.0,174
14830.0,175
14839.0,176
14942.0,177
14950.0,178
15037.0,179
15161.0,180
15168.0,181
15477.0,182
15511.0,183
15536.0,184
15561.0,184
15722.0,183
15822.0,184
15829.0,185
15888.0,186
16058.0,187
16107.0,188
16153.0,189
16163.0,190
16219.0,191
16238.0,190
16301.0,191
16335.0,192
16480.0,193
16678.0,194
16681.0,193
16690.0,192
16716.0,191
16849.0,192
16920.0,191
16967.0,190
17126.0,191
17319.0,192
17328.0,191
17404.0,190
17481.0,189
17539.0,190
17581.0,191
