Time,UPFs
0.0,0
753.0,1
982.0,1
1025.0,1
1528.0,1
1836.0,2
2712.0,2
2772.0,2
2823.0,2
2876.0,2
3009.0,2
3096.0,2
3134.0,2
3249.0,2
3634.0,2
3815.0,3
3827.0,3
3874.0,3
4017.0,3
4618.0,3
5032.0,3
5058.0,3
5204.0,3
5375.0,3
5976.0,3
6248.0,4
6432.0,4
6484.0,4
6858.0,4
7125.0,4
7238.0,4
7422.0,4
8060.0,4
8115.0,4
8214.0,4
8294.0,4
8405.0,4
8601.0,5
9007.0,5
9464.0,5
10091.0,5
10147.0,5
10424.0,5
10430.0,5
10570.0,5
10897.0,5
10917.0,5
10948.0,5
11193.0,5
11210.0,5
11309.0,5
11563.0,6
11712.0,6
11723.0,6
12036.0,6
12242.0,6
12413.0,6
12553.0,6
12582.0,6
12693.0,6
12806.0,6
12835.0,6
12881.0,6
13013.0,6
13085.0,6
13438.0,6
13459.0,6
13503.0,7
13841.0,7
13916.0,7
14179.0,7
14429.0,7
14481.0,7
14675.0,7
14771.0,7
15242.0,7
15272.0,7
15412.0,7
15905.0,7
16084.0,7
16147.0,7
16196.0,8
16250.0,8
16254.0,8
16348.0,8
16652.0,8
17544.0,8
17617.0,8
17707.0,8
17717.0,8
17892.0,8
17974.0,8
18043.0,8
18092.0,9
18212.0,9
18282.0,9
18641.0,9
18967.0,9
19218.0,9
19410.0,9
19861.0,9
19913.0,9
20137.0,9
20142.0,10
20207.0,10
20255.0,10
20378.0,10
20410.0,10
20415.0,10
20446.0,10
20535.0,10
20949.0,10
20961.0,10
20971.0,10
21241.0,10
21444.0,10
21514.0,10
21995.0,10
22083.0,10
22334.0,10
22442.0,10
22532.0,11
23011.0,11
23197.0,11
23390.0,11
23412.0,11
23464.0,11
23985.0,11
23988.0,11
24142.0,11
24261.0,11
24305.0,11
24515.0,11
24600.0,11
24664.0,11
24732.0,11
24896.0,11
24926.0,11
25076.0,11
25549.0,11
25760.0,11
25870.0,11
25875.0,11
25945.0,11
26070.0,11
26320.0,12
26401.0,12
26429.0,12
26495.0,12
26665.0,12
26986.0,12
26993.0,12
27042.0,12
27812.0,12
27928.0,12
28207.0,12
28587.0,12
28707.0,12
29338.0,12
29438.0,12
29835.0,12
29918.0,12
30040.0,12
30136.0,12
30340.0,12
30567.0,13
30638.0,13
30664.0,13
30678.0,13
31284.0,13
31286.0,13
31705.0,13
31817.0,13
32000.0,13
32208.0,13
32227.0,13
32338.0,13
32642.0,13
32729.0,13
32821.0,13
33112.0,13
33145.0,13
33696.0,13
33757.0,13
33932.0,13
34195.0,13
34379.0,13
34470.0,13
34593.0,13
34697.0,13
34722.0,13
34732.0,13
34928.0,13
35152.0,14
35162.0,14
35274.0,14
35459.0,14
35520.0,14
35543.0,14
35733.0,14
35888.0,14
35987.0,14
36701.0,14
36918.0,14
37016.0,14
37095.0,15
37116.0,15
37526.0,15
37938.0,15
38197.0,15
38236.0,15
38284.0,15
38357.0,15
38400.0,15
38671.0,15
38754.0,15
39089.0,15
39202.0,15
39251.0,15
39326.0,15
39364.0,15
39398.0,15
39422.0,15
39500.0,15
39753.0,15
39784.0,15
39795.0,15
40100.0,15
40126.0,15
40287.0,16
40430.0,16
40478.0,16
40670.0,16
40682.0,16
40928.0,16
41272.0,16
41284.0,16
41414.0,16
41459.0,16
41717.0,16
41894.0,16
41938.0,16
42069.0,16
42139.0,16
42153.0,16
42411.0,16
42609.0,16
42731.0,16
43037.0,16
43061.0,16
43098.0,16
43321.0,16
43339.0,16
43344.0,16
43465.0,17
43632.0,17
43729.0,17
43735.0,17
43818.0,17
44117.0,17
44414.0,17
44642.0,17
45049.0,17
45098.0,17
45119.0,17
45510.0,17
45644.0,17
45994.0,17
46019.0,17
46687.0,17
46791.0,18
46828.0,18
47180.0,18
47325.0,18
47357.0,18
47483.0,18
47763.0,18
48201.0,18
48305.0,18
48651.0,18
48691.0,18
48766.0,18
48769.0,18
48793.0,18
49397.0,18
49543.0,18
49756.0,18
49797.0,18
49905.0,18
50005.0,18
50106.0,18
50354.0,18
50415.0,18
50594.0,18
50744.0,18
50915.0,18
51115.0,18
51662.0,18
51694.0,18
51810.0,19
52000.0,19
52053.0,19
52080.0,19
52382.0,19
52622.0,19
52814.0,19
52836.0,19
52921.0,19
52975.0,19
53880.0,19
53915.0,19
54031.0,19
54216.0,19
54767.0,19
54917.0,19
55117.0,19
55139.0,19
55344.0,19
55526.0,19
55937.0,19
56024.0,19
56107.0,19
56160.0,19
56266.0,19
56298.0,19
56473.0,19
56534.0,19
56560.0,19
56678.0,19
56779.0,19
56897.0,19
57269.0,19
57405.0,19
58231.0,19
58244.0,19
58843.0,19
59107.0,19
59158.0,19
59164.0,19
59410.0,19
59662.0,19
60902.0,19
61104.0,19
61290.0,19
61313.0,19
61399.0,19
61588.0,19
61616.0,19
61832.0,19
61835.0,19
62414.0,19
62497.0,19
62550.0,19
62696.0,19
63050.0,19
63292.0,19
63345.0,19
63454.0,20
63475.0,20
64090.0,20
64091.0,20
64152.0,20
64529.0,20
64546.0,20
64736.0,20
64739.0,20
64740.0,20
64742.0,20
65160.0,20
65205.0,20
65638.0,20
65847.0,20
65962.0,20
65995.0,20
66063.0,20
66098.0,20
66528.0,20
66591.0,20
66601.0,20
66608.0,20
66719.0,20
66856.0,20
67024.0,20
67065.0,20
67185.0,20
67257.0,20
67488.0,20
67647.0,20
67806.0,20
67886.0,20
68026.0,20
68387.0,20
68907.0,20
68915.0,20
69410.0,20
69503.0,20
69562.0,20
70060.0,20
70431.0,20
70610.0,20
70634.0,20
70788.0,20
71359.0,20
71431.0,20
71466.0,20
71699.0,20
71925.0,20
71978.0,20
72014.0,20
72089.0,20
72240.0,20
72368.0,20
72738.0,20
72844.0,20
73059.0,20
73216.0,20
73233.0,20
73272.0,20
73416.0,20
73422.0,20
73552.0,20
73560.0,20
73721.0,20
73803.0,20
73863.0,20
73867.0,20
73952.0,20
74040.0,20
74090.0,20
74234.0,20
74342.0,20
74629.0,20
74725.0,20
74756.0,20
74969.0,20
75716.0,20
75900.0,21
76369.0,21
76444.0,21
76703.0,21
76730.0,21
77357.0,21
77373.0,21
77423.0,21
77515.0,21
77523.0,21
77592.0,21
77627.0,21
77669.0,21
77893.0,21
77926.0,21
78033.0,21
78116.0,21
78194.0,21
78197.0,21
78242.0,21
78253.0,21
78335.0,21
78359.0,22
78391.0,22
78514.0,22
78628.0,22
78719.0,22
78842.0,22
78922.0,22
78966.0,22
79140.0,22
79324.0,22
79346.0,22
79501.0,22
79536.0,22
79981.0,22
80063.0,22
80243.0,22
80408.0,22
