Time,UPFs
0.0,0
3.0,1
4.0,1
7.0,1
10.0,1
11.0,2
13.0,2
18.0,2
19.0,2
20.0,2
21.0,2
22.0,2
23.0,2
25.0,2
26.0,2
28.0,2
32.0,2
33.0,2
36.0,2
39.0,3
42.0,3
43.0,3
44.0,3
45.0,3
48.0,3
49.0,3
51.0,3
57.0,3
58.0,3
59.0,3
60.0,3
61.0,3
62.0,3
63.0,4
64.0,4
67.0,4
72.0,4
72.0,4
75.0,4
75.0,4
76.0,4
78.0,4
80.0,4
83.0,4
84.0,4
84.0,4
87.0,4
89.0,4
91.0,4
91.0,4
92.0,4
94.0,4
96.0,4
98.0,4
101.0,4
102.0,4
103.0,4
104.0,4
105.0,4
106.0,4
108.0,4
108.0,4
109.0,4
113.0,4
119.0,4
121.0,4
125.0,4
127.0,4
128.0,4
130.0,5
131.0,5
132.0,5
133.0,5
134.0,5
135.0,5
136.0,5
136.0,5
137.0,5
140.0,5
141.0,5
142.0,5
144.0,5
147.0,5
147.0,5
149.0,5
152.0,5
152.0,5
154.0,5
155.0,5
157.0,5
158.0,5
160.0,5
164.0,5
165.0,5
169.0,5
170.0,6
170.0,6
170.0,6
171.0,6
171.0,6
174.0,6
179.0,6
180.0,6
182.0,6
183.0,6
185.0,6
186.0,6
187.0,7
187.0,7
190.0,7
190.0,7
191.0,7
192.0,7
194.0,8
196.0,8
198.0,8
200.0,8
202.0,8
203.0,8
205.0,8
206.0,8
207.0,8
209.0,8
210.0,8
211.0,8
213.0,8
214.0,8
217.0,8
218.0,8
218.0,8
220.0,8
220.0,8
223.0,8
226.0,8
227.0,8
229.0,8
231.0,8
232.0,8
234.0,8
235.0,8
235.0,8
237.0,8
238.0,8
243.0,8
244.0,8
246.0,8
250.0,8
251.0,8
252.0,8
253.0,8
253.0,8
256.0,8
256.0,8
257.0,8
258.0,8
258.0,8
259.0,8
260.0,8
265.0,8
266.0,8
267.0,8
268.0,8
268.0,8
269.0,8
270.0,8
271.0,8
273.0,8
274.0,8
274.0,8
275.0,8
275.0,8
276.0,8
277.0,8
282.0,8
282.0,8
285.0,8
285.0,8
286.0,8
287.0,8
289.0,8
290.0,8
293.0,8
297.0,8
297.0,8
297.0,8
300.0,8
301.0,8
302.0,8
303.0,8
307.0,8
309.0,8
310.0,8
312.0,8
313.0,8
315.0,8
316.0,8
317.0,8
317.0,8
317.0,8
317.0,8
320.0,8
320.0,8
321.0,8
322.0,8
323.0,8
323.0,8
324.0,8
324.0,8
325.0,8
326.0,8
328.0,8
328.0,8
329.0,8
331.0,8
335.0,8
335.0,8
336.0,8
336.0,8
337.0,8
338.0,8
339.0,8
340.0,8
342.0,8
346.0,8
347.0,8
348.0,8
350.0,8
351.0,8
354.0,8
355.0,9
355.0,9
357.0,9
357.0,9
358.0,9
358.0,9
359.0,9
361.0,9
362.0,9
363.0,9
364.0,9
367.0,9
368.0,9
369.0,9
369.0,9
370.0,9
370.0,9
371.0,9
372.0,9
373.0,9
376.0,9
379.0,9
383.0,9
384.0,9
385.0,9
385.0,9
386.0,9
390.0,9
390.0,9
392.0,9
393.0,9
396.0,9
397.0,9
398.0,9
398.0,9
399.0,9
401.0,9
402.0,9
403.0,9
405.0,9
406.0,10
407.0,10
408.0,10
409.0,10
410.0,10
410.0,10
412.0,10
413.0,10
413.0,10
415.0,10
416.0,11
418.0,11
418.0,11
419.0,11
421.0,11
425.0,11
425.0,11
425.0,11
427.0,11
428.0,11
431.0,12
432.0,12
432.0,12
434.0,12
434.0,12
438.0,12
440.0,13
441.0,13
442.0,13
442.0,13
442.0,13
447.0,13
447.0,13
448.0,13
450.0,14
452.0,14
453.0,14
454.0,14
454.0,14
455.0,14
455.0,14
456.0,14
457.0,15
459.0,15
462.0,15
465.0,15
466.0,15
468.0,15
470.0,15
470.0,15
472.0,15
473.0,15
473.0,15
475.0,15
476.0,15
479.0,15
480.0,15
483.0,15
483.0,15
484.0,15
485.0,15
486.0,15
491.0,15
491.0,15
491.0,15
492.0,15
494.0,15
496.0,15
499.0,15
499.0,15
500.0,15
501.0,15
502.0,15
504.0,15
504.0,15
506.0,15
508.0,16
508.0,16
511.0,16
514.0,16
514.0,16
514.0,16
517.0,16
518.0,16
519.0,16
520.0,16
520.0,16
522.0,16
523.0,16
523.0,16
524.0,16
526.0,16
