Time,Active PDUs
0.0,0
1.0,1
2.0,2
3.0,3
4.0,4
5.0,5
6.0,6
7.0,7
8.0,8
9.0,7
10.0,8
14.0,9
16.0,10
17.0,11
19.0,12
20.0,13
23.0,14
37.0,15
38.0,16
40.0,17
45.0,16
49.0,17
51.0,18
53.0,19
57.0,20
58.0,21
61.0,22
63.0,23
67.0,24
68.0,25
68.0,24
69.0,25
70.0,24
72.0,23
73.0,24
73.0,23
74.0,24
74.0,23
74.0,22
76.0,23
77.0,22
78.0,23
78.0,22
80.0,23
80.0,22
82.0,23
82.0,22
83.0,23
87.0,24
87.0,23
88.0,24
90.0,25
91.0,26
93.0,27
94.0,28
94.0,27
95.0,28
96.0,27
96.0,26
101.0,27
101.0,26
106.0,25
108.0,26
109.0,27
110.0,26
111.0,27
111.0,26
113.0,27
113.0,26
113.0,25
116.0,26
116.0,25
117.0,26
120.0,25
125.0,24
127.0,23
127.0,22
130.0,23
132.0,24
134.0,25
135.0,26
136.0,27
136.0,26
137.0,27
137.0,26
138.0,25
140.0,24
141.0,25
142.0,26
143.0,25
145.0,26
146.0,27
146.0,26
150.0,27
154.0,28
154.0,27
158.0,28
163.0,29
165.0,28
166.0,27
167.0,26
169.0,27
171.0,26
172.0,27
173.0,28
173.0,27
174.0,28
176.0,29
177.0,30
179.0,31
180.0,30
181.0,29
181.0,28
182.0,29
183.0,30
186.0,31
186.0,30
187.0,31
190.0,32
191.0,33
193.0,32
193.0,31
196.0,30
198.0,31
199.0,32
202.0,33
202.0,32
204.0,33
205.0,34
205.0,33
210.0,34
210.0,33
212.0,34
213.0,35
215.0,34
217.0,33
218.0,34
218.0,33
219.0,34
221.0,35
223.0,36
224.0,37
224.0,36
224.0,35
226.0,36
226.0,35
227.0,36
228.0,35
230.0,36
230.0,35
231.0,36
231.0,35
235.0,36
235.0,35
236.0,36
238.0,37
238.0,36
239.0,35
241.0,36
242.0,37
243.0,38
245.0,39
248.0,38
250.0,39
250.0,38
252.0,39
253.0,38
254.0,37
255.0,36
259.0,35
260.0,36
262.0,35
266.0,36
267.0,35
268.0,34
272.0,35
272.0,34
275.0,35
275.0,34
276.0,35
277.0,36
279.0,37
280.0,38
281.0,39
281.0,38
282.0,39
282.0,38
283.0,39
285.0,40
285.0,39
286.0,38
287.0,37
287.0,36
288.0,37
289.0,36
290.0,37
295.0,36
296.0,37
296.0,36
300.0,37
301.0,36
301.0,35
303.0,36
304.0,35
308.0,36
308.0,35
312.0,34
312.0,33
312.0,32
314.0,33
314.0,32
315.0,33
316.0,34
318.0,33
319.0,34
320.0,35
328.0,34
329.0,33
330.0,32
331.0,33
331.0,32
332.0,33
334.0,32
334.0,31
336.0,32
339.0,33
340.0,34
341.0,35
346.0,34
348.0,35
353.0,34
356.0,33
357.0,32
361.0,31
362.0,30
363.0,29
366.0,28
370.0,29
371.0,30
377.0,29
378.0,28
380.0,29
381.0,30
381.0,29
384.0,30
386.0,31
386.0,30
390.0,31
393.0,32
394.0,31
394.0,30
395.0,29
397.0,30
398.0,31
400.0,32
402.0,33
403.0,34
406.0,33
406.0,32
407.0,33
408.0,34
410.0,35
411.0,36
412.0,37
414.0,38
415.0,37
416.0,38
421.0,39
424.0,40
425.0,41
428.0,40
430.0,41
430.0,40
431.0,39
432.0,38
436.0,37
437.0,38
438.0,39
439.0,38
439.0,37
441.0,38
442.0,37
445.0,38
446.0,39
447.0,40
447.0,39
448.0,40
450.0,39
450.0,38
452.0,39
453.0,40
455.0,39
456.0,38
459.0,39
459.0,38
460.0,39
461.0,40
462.0,41
464.0,42
465.0,43
468.0,44
470.0,45
471.0,44
471.0,43
472.0,42
473.0,43
474.0,44
475.0,45
