Time,PDUs
0.0,0
1.0,1
2.0,2
3.0,3
4.0,4
5.0,5
6.0,6
7.0,7
8.0,8
9.0,8
10.0,9
14.0,10
16.0,11
17.0,12
19.0,13
20.0,14
23.0,15
37.0,16
38.0,17
40.0,18
45.0,18
49.0,19
51.0,20
53.0,21
57.0,22
58.0,23
61.0,24
63.0,25
67.0,26
68.0,27
68.0,27
69.0,28
70.0,28
72.0,28
73.0,29
73.0,29
74.0,30
74.0,30
74.0,30
76.0,31
77.0,31
78.0,32
78.0,32
80.0,33
80.0,33
82.0,34
82.0,34
83.0,35
87.0,36
87.0,36
88.0,37
90.0,38
91.0,39
93.0,40
94.0,41
94.0,41
95.0,42
96.0,42
96.0,42
101.0,43
101.0,43
106.0,43
108.0,44
109.0,45
110.0,45
111.0,46
111.0,46
113.0,47
113.0,47
113.0,47
116.0,48
116.0,48
117.0,49
120.0,49
125.0,49
127.0,49
127.0,49
130.0,50
132.0,51
134.0,52
135.0,53
136.0,54
136.0,54
137.0,55
137.0,55
138.0,55
140.0,55
141.0,56
142.0,57
143.0,57
145.0,58
146.0,59
146.0,59
150.0,60
154.0,61
154.0,61
158.0,62
163.0,63
165.0,63
166.0,63
167.0,63
169.0,64
171.0,64
172.0,65
173.0,66
173.0,66
174.0,67
176.0,68
177.0,69
179.0,70
180.0,70
181.0,70
181.0,70
182.0,71
183.0,72
186.0,73
186.0,73
187.0,74
190.0,75
191.0,76
193.0,76
193.0,76
196.0,76
198.0,77
199.0,78
202.0,79
202.0,79
204.0,80
205.0,81
205.0,81
210.0,82
210.0,82
212.0,83
213.0,84
215.0,84
217.0,84
218.0,85
218.0,85
219.0,86
221.0,87
223.0,88
224.0,89
224.0,89
224.0,89
226.0,90
226.0,90
227.0,91
228.0,91
230.0,92
230.0,92
231.0,93
231.0,93
235.0,94
235.0,94
236.0,95
238.0,96
238.0,96
239.0,96
241.0,97
242.0,98
243.0,99
245.0,100
248.0,100
250.0,101
250.0,101
252.0,102
253.0,102
254.0,102
255.0,102
259.0,102
260.0,103
262.0,103
266.0,104
267.0,104
268.0,104
272.0,105
272.0,105
275.0,106
275.0,106
276.0,107
277.0,108
279.0,109
280.0,110
281.0,111
281.0,111
282.0,112
282.0,112
283.0,113
285.0,114
285.0,114
286.0,114
287.0,114
287.0,114
288.0,115
289.0,115
290.0,116
295.0,116
296.0,117
296.0,117
300.0,118
301.0,118
301.0,118
303.0,119
304.0,119
308.0,120
308.0,120
312.0,120
312.0,120
312.0,120
314.0,121
314.0,121
315.0,122
316.0,123
318.0,123
319.0,124
320.0,125
328.0,125
329.0,125
330.0,125
331.0,126
331.0,126
332.0,127
334.0,127
334.0,127
336.0,128
339.0,129
340.0,130
341.0,131
346.0,131
348.0,132
353.0,132
356.0,132
357.0,132
361.0,132
362.0,132
363.0,132
366.0,132
370.0,133
371.0,134
377.0,134
378.0,134
380.0,135
381.0,136
381.0,136
384.0,137
386.0,138
386.0,138
390.0,139
393.0,140
394.0,140
394.0,140
395.0,140
397.0,141
398.0,142
400.0,143
402.0,144
403.0,145
406.0,145
406.0,145
407.0,146
408.0,147
410.0,148
411.0,149
412.0,150
414.0,151
415.0,151
416.0,152
421.0,153
424.0,154
425.0,155
428.0,155
430.0,156
430.0,156
431.0,156
432.0,156
436.0,156
437.0,157
438.0,158
439.0,158
439.0,158
441.0,159
442.0,159
445.0,160
446.0,161
447.0,162
447.0,162
448.0,163
450.0,163
450.0,163
452.0,164
453.0,165
455.0,165
456.0,165
459.0,166
459.0,166
460.0,167
461.0,168
462.0,169
464.0,170
465.0,171
468.0,172
470.0,173
471.0,173
471.0,173
472.0,173
473.0,174
474.0,175
475.0,176
477.0,177
