Time,Idle UPFs
0.0,0
201.0,0
262.0,0
274.0,0
409.0,0
492.0,1
726.0,0
742.0,0
756.0,0
806.0,0
829.0,0
840.0,0
871.0,0
974.0,1
1023.0,0
1027.0,0
1040.0,0
1239.0,0
1350.0,0
1357.0,0
1396.0,0
1442.0,1
1532.0,0
1603.0,0
1676.0,0
1725.0,0
1739.0,0
1839.0,0
1990.0,0
2160.0,0
2175.0,0
2202.0,1
2224.0,0
2254.0,0
2307.0,0
2416.0,0
2705.0,0
2720.0,0
2833.0,0
2921.0,1
2927.0,0
2936.0,0
2997.0,0
3002.0,0
3007.0,0
3034.0,0
3102.0,0
3145.0,0
3192.0,0
3229.0,0
3266.0,0
3284.0,0
3330.0,0
3368.0,1
3376.0,0
3444.0,0
3492.0,0
3512.0,0
3606.0,0
3612.0,0
3624.0,0
3735.0,1
3872.0,0
3886.0,0
3938.0,0
4089.0,0
4097.0,0
4135.0,0
4267.0,0
4315.0,1
4332.0,0
4360.0,0
4387.0,0
4404.0,0
4468.0,0
4490.0,0
4616.0,0
4656.0,0
4706.0,0
4726.0,0
4750.0,0
4753.0,0
4800.0,0
4822.0,0
4841.0,0
4886.0,1
4905.0,0
4973.0,0
5001.0,0
5088.0,0
5155.0,0
5207.0,0
5328.0,0
5342.0,0
5402.0,0
5404.0,1
5422.0,0
5435.0,0
5468.0,0
5478.0,0
5487.0,0
5627.0,0
5699.0,0
5754.0,1
5773.0,0
5925.0,0
5992.0,0
6021.0,0
6173.0,0
6274.0,0
6280.0,0
6290.0,1
6433.0,1
6434.0,0
6507.0,0
6519.0,0
6598.0,0
6615.0,0
6634.0,0
6726.0,0
6761.0,0
6793.0,0
6853.0,0
6910.0,0
6941.0,0
6960.0,1
6994.0,0
7061.0,0
7108.0,0
7154.0,0
7240.0,0
7242.0,0
7255.0,0
7424.0,1
7443.0,1
7461.0,1
7492.0,0
7668.0,0
7895.0,0
7904.0,0
8023.0,0
8056.0,0
8082.0,0
8137.0,0
8217.0,0
8224.0,0
8271.0,1
8532.0,1
8581.0,0
8672.0,0
8744.0,0
8753.0,0
8777.0,0
8888.0,0
9051.0,0
9098.0,0
9168.0,0
9274.0,0
9302.0,1
9309.0,0
9312.0,0
9365.0,0
9425.0,0
9428.0,0
9458.0,0
9508.0,0
9514.0,1
9525.0,1
9531.0,0
9582.0,0
9650.0,0
9899.0,0
9902.0,0
9926.0,0
9939.0,0
9948.0,0
9954.0,0
10174.0,0
10254.0,0
10267.0,1
10287.0,0
10371.0,0
10393.0,0
10483.0,0
10547.0,0
10566.0,0
10660.0,0
10661.0,0
10670.0,0
10673.0,1
10717.0,0
10755.0,0
10762.0,0
10776.0,0
10805.0,0
10843.0,0
10907.0,0
10911.0,0
10974.0,0
10977.0,0
11107.0,0
11119.0,0
11188.0,0
11238.0,1
11247.0,1
11305.0,0
11374.0,0
11386.0,0
11427.0,0
11460.0,0
11618.0,0
11623.0,0
11625.0,0
11702.0,0
11728.0,0
11730.0,1
11753.0,0
11784.0,0
11828.0,0
11833.0,0
11973.0,0
12082.0,0
12096.0,0
12111.0,0
12185.0,0
12206.0,0
12242.0,0
12342.0,0
12521.0,0
12532.0,0
12559.0,0
12653.0,0
12668.0,1
12809.0,1
12926.0,0
13025.0,0
13077.0,0
13078.0,0
13085.0,0
13285.0,0
13342.0,0
13382.0,0
13409.0,0
13503.0,0
13607.0,1
13653.0,0
13707.0,0
13853.0,0
13862.0,0
13958.0,0
13966.0,0
14047.0,0
14163.0,1
14169.0,0
14457.0,0
14488.0,0
14685.0,0
14779.0,0
14779.0,0
14785.0,0
14840.0,0
14998.0,0
15044.0,1
15087.0,0
15095.0,0
15096.0,0
15166.0,0
15225.0,0
15257.0,0
15393.0,0
15395.0,0
15614.0,0
15615.0,0
15848.0,0
15996.0,0
16079.0,0
16226.0,0
16253.0,0
16327.0,0
16381.0,0
16431.0,0
16511.0,0
16576.0,1
16577.0,1
16586.0,0
16597.0,0
16618.0,0
16732.0,0
16754.0,0
16902.0,0
16935.0,0
16967.0,0
16981.0,0
17011.0,0
17017.0,0
17032.0,0
17303.0,0
17355.0,0
17368.0,0
17468.0,0
17480.0,0
17596.0,0
17683.0,1
17720.0,0
17825.0,0
17855.0,0
17857.0,0
17968.0,0
17979.0,0
17985.0,0
18011.0,0
18015.0,0
18041.0,0
18054.0,0
18095.0,0
18116.0,0
18135.0,0
18178.0,0
18200.0,0
18334.0,0
18359.0,0
18389.0,0
18568.0,0
18602.0,0
18745.0,0
18774.0,0
18879.0,0
18894.0,0
18934.0,0
19058.0,0
19128.0,0
19147.0,0
19157.0,0
19220.0,0
19295.0,0
19325.0,1
19400.0,0
19499.0,0
19515.0,0
19627.0,0
19682.0,0
19717.0,0
19719.0,0
19784.0,0
19800.0,0
19801.0,1
19861.0,0
19900.0,0
19929.0,0
20032.0,0
20097.0,0
20161.0,0
20169.0,0
20297.0,0
20315.0,0
20354.0,0
20472.0,0
20492.0,0
20544.0,0
20720.0,0
20753.0,0
20780.0,0
20799.0,0
20809.0,0
20820.0,1
