Time,Active UPFs
0.0,0
10.0,1
19.0,1
34.0,1
40.0,1
42.0,1
50.0,1
60.0,1
62.0,1
65.0,2
67.0,2
69.0,2
76.0,2
82.0,2
83.0,2
110.0,2
129.0,2
136.0,3
137.0,3
143.0,3
153.0,3
175.0,3
178.0,3
180.0,3
185.0,3
194.0,4
206.0,4
218.0,4
236.0,4
243.0,4
257.0,4
258.0,4
273.0,4
281.0,5
285.0,5
287.0,5
290.0,5
295.0,5
327.0,5
328.0,5
331.0,5
337.0,6
340.0,6
380.0,6
385.0,6
388.0,6
395.0,6
399.0,6
403.0,6
411.0,7
415.0,7
417.0,7
420.0,7
439.0,7
446.0,7
455.0,7
462.0,7
486.0,8
513.0,8
514.0,8
532.0,8
543.0,8
564.0,8
565.0,8
581.0,8
594.0,9
604.0,9
613.0,9
630.0,9
638.0,9
644.0,9
649.0,9
650.0,9
651.0,10
656.0,10
658.0,10
662.0,10
682.0,10
688.0,10
733.0,10
743.0,10
755.0,11
767.0,11
770.0,11
785.0,11
810.0,11
818.0,11
821.0,11
832.0,11
854.0,12
858.0,12
879.0,12
883.0,12
905.0,12
909.0,12
929.0,12
939.0,12
957.0,12
962.0,12
974.0,13
982.0,13
990.0,13
991.0,13
1024.0,13
1027.0,13
1033.0,13
1039.0,13
1066.0,14
1077.0,14
1116.0,14
1123.0,14
1125.0,14
1144.0,14
1145.0,14
1149.0,14
1173.0,15
1175.0,15
1192.0,15
1198.0,15
1235.0,15
1243.0,15
1278.0,15
1279.0,15
1286.0,16
1309.0,16
1326.0,16
1332.0,16
1343.0,16
1355.0,16
1356.0,16
1358.0,16
1361.0,17
1365.0,17
1398.0,17
1405.0,17
1414.0,17
1415.0,17
1420.0,17
1424.0,17
1435.0,18
1436.0,18
1455.0,18
1459.0,18
1472.0,18
1481.0,18
1495.0,18
1500.0,18
1502.0,19
1506.0,19
1508.0,19
1515.0,19
1518.0,19
1545.0,19
1551.0,19
1575.0,19
1583.0,20
1584.0,20
1591.0,20
1607.0,20
1608.0,20
1616.0,20
1621.0,20
1642.0,20
1659.0,21
1665.0,21
1674.0,21
1675.0,21
1698.0,21
1703.0,21
1705.0,21
1709.0,21
1711.0,22
1729.0,22
1733.0,22
1734.0,22
1751.0,22
1775.0,22
1785.0,22
1794.0,22
1800.0,23
1812.0,23
1825.0,23
1833.0,23
1834.0,23
1835.0,23
1844.0,23
1846.0,23
1862.0,23
1886.0,23
1892.0,23
1910.0,23
1931.0,24
1961.0,24
1962.0,24
1968.0,24
1970.0,24
1978.0,24
1980.0,24
1999.0,24
2000.0,25
2009.0,25
2010.0,25
2038.0,25
2042.0,25
2051.0,25
2058.0,25
2061.0,25
2063.0,25
2068.0,25
2077.0,25
2102.0,25
2109.0,26
2111.0,26
2118.0,26
2121.0,26
2122.0,26
2136.0,26
2139.0,26
2151.0,26
2158.0,27
2161.0,27
2167.0,27
2175.0,27
2212.0,27
2252.0,27
2274.0,27
2276.0,27
2302.0,28
2314.0,28
2328.0,28
2329.0,28
2350.0,28
2366.0,28
2367.0,28
2370.0,28
2373.0,29
2402.0,29
2405.0,29
2409.0,29
2423.0,29
2440.0,29
2457.0,29
2470.0,29
2471.0,29
2478.0,29
2483.0,30
2498.0,30
2550.0,30
2567.0,30
2595.0,30
2616.0,30
2622.0,30
2623.0,30
2634.0,31
2637.0,31
2675.0,31
2682.0,31
2684.0,31
2686.0,31
2688.0,31
2698.0,31
2708.0,32
2725.0,32
2727.0,32
2730.0,32
2739.0,32
2773.0,32
2780.0,32
2801.0,32
2809.0,33
2814.0,33
2829.0,33
2839.0,33
2843.0,33
2849.0,33
2865.0,33
2867.0,33
2877.0,34
2885.0,34
2894.0,34
2899.0,34
2902.0,34
2905.0,34
2920.0,34
2928.0,34
2961.0,34
2962.0,34
2967.0,35
3028.0,35
3050.0,35
3052.0,35
3057.0,35
3069.0,35
3080.0,35
3105.0,35
3117.0,36
3123.0,36
3131.0,36
3133.0,36
3146.0,36
3157.0,36
3166.0,36
3173.0,36
3177.0,36
3178.0,36
3186.0,37
3189.0,37
3198.0,37
3208.0,37
3215.0,37
3221.0,37
3230.0,37
3251.0,37
3269.0,38
3271.0,38
3273.0,38
3279.0,38
3298.0,38
3316.0,38
3340.0,38
3341.0,38
3344.0,39
3360.0,39
3365.0,39
3373.0,39
3379.0,39
3382.0,39
3384.0,39
3391.0,39
3401.0,40
3413.0,40
3415.0,40
3441.0,40
3444.0,40
3460.0,40
3467.0,40
3471.0,40
3476.0,41
3489.0,41
3511.0,41
3519.0,41
3539.0,41
3550.0,41
3578.0,41
3598.0,41
3619.0,42
3624.0,42
3628.0,42
3629.0,42
3630.0,42
3647.0,42
3649.0,42
3655.0,42
3659.0,43
3703.0,43
3704.0,43
3718.0,43
3721.0,43
3739.0,43
3756.0,43
3757.0,43
3783.0,43
3784.0,43
3800.0,43
3811.0,43
3827.0,44
3840.0,44
3856.0,44
3859.0,44
3863.0,44
3864.0,44
3865.0,44
3913.0,44
3947.0,44
3961.0,44
3981.0,45
3988.0,45
4002.0,45
4010.0,45
4010.0,45
4013.0,45
4014.0,45
4026.0,45
4028.0,45
4030.0,45
4033.0,46
4045.0,46
4062.0,46
4072.0,46
4081.0,46
4084.0,46
4099.0,46
4100.0,46
4106.0,46
4112.0,46
4148.0,47
4173.0,47
4183.0,47
4184.0,47
4196.0,47
4218.0,47
4233.0,47
4240.0,47
4251.0,48
4268.0,48
4282.0,48
4302.0,48
4307.0,48
4310.0,48
4326.0,48
4335.0,48
4336.0,49
4337.0,49
4339.0,49
4351.0,49
4376.0,49
4417.0,49
4427.0,49
4434.0,49
4437.0,49
4438.0,49
4447.0,49
4461.0,49
4470.0,50
4471.0,50
4472.0,50
4473.0,50
4495.0,50
4497.0,50
4542.0,50
4546.0,50
4552.0,51
4560.0,51
4561.0,51
4562.0,51
4572.0,51
4588.0,51
4592.0,51
