Time,UPFs
0.0,0
61.0,1
80.0,1
84.0,1
125.0,1
150.0,2
221.0,2
226.0,2
231.0,2
246.0,2
253.0,2
257.0,2
267.0,2
298.0,3
313.0,3
314.0,3
318.0,3
378.0,3
412.0,3
415.0,3
427.0,3
441.0,4
490.0,4
512.0,4
527.0,4
532.0,4
562.0,4
608.0,4
659.0,4
664.0,5
672.0,5
679.0,5
688.0,5
704.0,5
737.0,5
824.0,5
829.0,5
863.0,6
890.0,6
892.0,6
895.0,6
915.0,6
917.0,6
925.0,6
946.0,6
959.0,7
984.0,7
1001.0,7
1015.0,7
1027.0,7
1030.0,7
1051.0,7
1066.0,7
1072.0,8
1101.0,8
1103.0,8
1107.0,8
1141.0,8
1161.0,8
1183.0,8
1188.0,8
1204.0,8
1250.0,8
1253.0,9
1265.0,9
1305.0,9
1320.0,9
1326.0,9
1335.0,9
1343.0,9
1368.0,9
1396.0,10
1440.0,10
1446.0,10
1454.0,10
1455.0,10
1469.0,10
1476.0,10
1482.0,10
1496.0,10
1502.0,10
1531.0,11
1558.0,11
1579.0,11
1595.0,11
1632.0,11
1637.0,11
1655.0,11
1656.0,11
1662.0,12
1666.0,12
1676.0,12
1679.0,12
1682.0,12
1723.0,12
1724.0,12
1746.0,12
1763.0,12
1769.0,12
1815.0,13
1836.0,13
1845.0,13
1891.0,13
1922.0,13
1924.0,13
1970.0,13
1971.0,13
1993.0,14
1997.0,14
2021.0,14
2027.0,14
2033.0,14
2061.0,14
2099.0,14
2116.0,14
2126.0,15
2132.0,15
2142.0,15
2162.0,15
2176.0,15
2190.0,15
2216.0,15
2217.0,15
2221.0,16
2283.0,16
2293.0,16
2297.0,16
2346.0,16
2415.0,16
2454.0,16
2464.0,16
2472.0,16
2489.0,16
2513.0,17
2516.0,17
2537.0,17
2569.0,17
2609.0,17
2624.0,17
2652.0,17
2677.0,17
2684.0,17
2718.0,17
2767.0,17
2781.0,17
2802.0,18
2834.0,18
2843.0,18
2845.0,18
2846.0,18
2862.0,18
2880.0,18
2881.0,18
2890.0,19
2905.0,19
2910.0,19
2912.0,19
2928.0,19
2943.0,19
2949.0,19
3024.0,19
3032.0,19
3039.0,19
3041.0,20
3107.0,20
3131.0,20
3135.0,20
3141.0,20
3167.0,20
3174.0,20
3201.0,20
3220.0,21
3226.0,21
3226.0,21
3255.0,21
3258.0,21
3259.0,21
3284.0,21
3287.0,21
3300.0,21
3312.0,21
3332.0,22
3333.0,22
3353.0,22
3392.0,22
3396.0,22
3417.0,22
3435.0,22
3436.0,22
3453.0,22
3474.0,22
3490.0,23
3500.0,23
3548.0,23
3550.0,23
3551.0,23
3574.0,23
3582.0,23
3583.0,23
3590.0,24
3614.0,24
3656.0,24
3668.0,24
3689.0,24
3693.0,24
3726.0,24
3737.0,24
3767.0,24
3821.0,24
3833.0,25
3862.0,25
3909.0,25
3945.0,25
3991.0,25
3992.0,25
3994.0,25
4054.0,25
4072.0,26
4084.0,26
4092.0,26
4120.0,26
4124.0,26
4130.0,26
4152.0,26
4166.0,26
4182.0,26
4226.0,26
4229.0,26
4258.0,26
4261.0,27
4286.0,27
4321.0,27
4323.0,27
4346.0,27
4410.0,27
4420.0,27
4479.0,27
4507.0,27
4509.0,27
4526.0,28
4574.0,28
4579.0,28
4588.0,28
4601.0,28
4604.0,28
4625.0,28
4634.0,28
4643.0,28
4653.0,28
4694.0,28
4735.0,28
4761.0,28
4832.0,28
4877.0,29
4977.0,29
4994.0,29
5009.0,29
5026.0,29
5033.0,29
5053.0,29
5100.0,29
5107.0,29
5152.0,29
5172.0,30
5177.0,30
5186.0,30
5188.0,30
5272.0,30
5274.0,30
5290.0,30
5324.0,30
5328.0,30
5363.0,30
5377.0,31
5389.0,31
5400.0,31
5441.0,31
5442.0,31
5476.0,31
5480.0,31
5490.0,31
5494.0,31
5527.0,31
5540.0,31
5547.0,31
5588.0,32
5752.0,32
5769.0,32
